learner_id,department,region,role_family,employee_band,training_type,enrolment_date,prior_python_score,course_minutes,engagement_score,manager_support_score,support_tickets_last_30d,completion_days,completed_on_time,enrolment_date_parsed,enrolment_date_invalid_flag,prior_python_score_invalid_flag,engagement_score_invalid_flag,course_minutes_invalid_flag,manager_support_score_invalid_flag,support_tickets_last_30d_invalid_flag,completion_days_invalid_flag,prior_python_score_missing_flag,course_minutes_missing_flag,engagement_score_missing_flag,manager_support_score_missing_flag,support_tickets_last_30d_missing_flag,completion_days_missing_flag,department_missing_flag,region_missing_flag,role_family_missing_flag,employee_band_missing_flag,training_type_missing_flag,prior_python_score_zscore,course_minutes_zscore,engagement_score_zscore,support_tickets_last_30d_zscore,dept_customer support,dept_finance,dept_hr,dept_it,dept_operations,dept_sales,dept_unknown,region_birmingham,region_bristol,region_cardiff,region_edinburgh,region_leeds,region_london,region_manchester,region_remote,region_unknown,training_ai awareness,training_data literacy,training_ml foundations,training_python basics,training_responsible ai
L10148,finance,london,manager,a,data literacy,2026-03-19,53.4,93.2,52.3,1.0,1.0,13.0,0,2026-03-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022667875979252593,-0.8013858014158344,-0.7690441854598048,-0.7981790759111805,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10105,hr,remote,coordinator,b,ai awareness,2026-01-15,70.8,172.0,70.8,1.0,0.0,15.0,1,2026-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0453672071088886,0.7853705700188675,0.2752903458105441,-1.5003894066248291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10287,finance,manchester,manager,a,ml foundations,2026-03-19,46.8,152.4,72.4,2.0,1.0,31.0,1,2026-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3652525599664715,0.3906951273777488,0.36561117013662886,-0.7981790759111805,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
L10431,customer support,london,associate,d,ai awareness,2026-02-16,47.8,185.5,54.1,3.0,3.0,13.0,0,2026-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3064767363383315,1.0572133493890257,-0.6674332580929597,0.6062415855161165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L10235,customer support,london,specialist,b,data literacy,2026-01-25,47.7,58.7,76.4,1.0,4.0,4.0,1,2026-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31235431870114516,-1.4960951264729057,0.5914132309518394,1.308451916229765,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10475,operations,london,technician,c,ai awareness,2026-02-02,68.0,198.9,43.4,5.0,2.0,12.0,1,2026-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8807949009500967,1.3270424785416275,-1.2714537707736482,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L10464,operations,manchester,specialist,c,data literacy,2026-02-09,59.0,98.7,57.8,1.0,2.0,10.0,0,2026-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3518124882968367,-0.6906350394502143,-0.4585663518388902,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
L10530,it,unknown,coordinator,c,python basics,04/04/2026,54.8,66.7,73.5,2.0,2.0,11.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.10495402905864851,-1.3350031090683674,0.42770673686081145,-0.095968745197532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
L10342,finance,manchester,coordinator,b,python basics,2026-03-06,59.8,186.5,77.1,5.0,3.0,10.0,1,2026-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39883314719934854,1.077349851564593,0.6309285915945007,0.6062415855161165,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L10423,hr,remote,manager,a,responsible ai,2026-03-12,26.2,86.8,70.8,3.0,1.0,9.0,1,2026-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5760345267061555,-0.9302594153394651,0.2752903458105441,-0.7981790759111805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
L10175,operations,london,technician,b,ml foundations,2026-03-01,36.3,156.0,46.0,3.0,1.0,28.0,0,2026-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9823987080619415,0.4631865352097909,-1.1246824312437613,-0.7981790759111805,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
L10233,it,leeds,associate,b,python basics,2026-03-12,53.4,97.6,75.9,4.0,2.0,6.0,1,2026-03-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022667875979252593,-0.7127851918433386,0.5631879733499381,-0.095968745197532,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
L10357,it,remote,associate,a,ai awareness,2026-03-07,27.1,126.9,45.6,1.0,1.0,2.0,0,2026-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5231362854408292,-0.12278567809921691,-1.147262637325282,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10406,operations,unknown,coordinator,b,ml foundations,2026-01-28,58.7,247.9,14.5,3.0,5.0,26.0,0,2026-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.33417974120839483,2.313731085144424,-2.9028736601635443,2.0106622469434137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
L10036,customer support,leeds,analyst,a,data literacy,2026-03-21,55.7,56.5,40.7,5.0,2.0,12.0,1,2026-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15785227032397484,-1.5403954312591537,-1.4238701618239151,-0.095968745197532,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L10018,customer support,manchester,associate,b,data literacy,2026-03-26,54.3,52.8,79.3,3.0,1.0,10.0,1,2026-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07556611724457851,-1.6149004893087526,0.7551197250428666,-0.7981790759111805,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
L10340,it,birmingham,coordinator,a,python basics,2026-02-14,41.7,248.9,81.5,5.0,5.0,16.0,1,2026-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6650092604699852,2.3338675873199914,0.8793108584912326,2.0106622469434137,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
L10254,operations,birmingham,associate,c,ml foundations,2026-02-25,71.0,256.2,67.2,1.0,5.0,14.0,0,2026-02-25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0571223718345166,2.4808640532016324,0.07206849107685494,2.0106622469434137,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L10362,it,edinburgh,associate,a,python basics,2026-01-05,59.7,57.9,54.6,2.0,1.0,13.0,0,2026-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3929555648365349,-1.5122043282133595,-0.6392080004910584,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
L10384,finance,remote,associate,c,ai awareness,2026-02-26,48.7,78.7,53.7,4.0,4.0,16.0,1,2026-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2535784950730052,-1.09336508296156,-0.6900134641744807,1.308451916229765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10034,it,remote,associate,b,data literacy,2026-02-08,52.9,116.6,55.0,3.0,2.0,6.0,1,2026-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00672003583481741,-0.33019165050756016,-0.6166277944095374,-0.095968745197532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10095,operations,unknown,analyst,d,ai awareness,2026-03-19,50.9,188.0,57.9,2.0,0.0,19.0,1,2026-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.12427168309109742,1.1075546048279439,-0.45292130031850986,-1.5003894066248291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
L10509,it,leeds,analyst,a,ai awareness,2026-02-08,49.8,125.55,32.5,4.0,1.0,12.0,0,2026-02-08,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1889250890820515,-0.1499699560362329,-1.886764386495097,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
L10359,it,unknown,coordinator,b,data literacy,2026-04-02,52.8,124.8,43.1,2.0,3.0,11.0,0,2026-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.012597618197631492,-0.16507233266790836,-1.2883889253347889,0.6062415855161165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
L10015,it,unknown,associate,d,python basics,2026-03-02,45.6,92.2,66.5,1.0,4.0,24.0,1,2026-03-02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.43578354832023924,-0.8215223035914017,0.03255313043419293,1.308451916229765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
L10336,finance,cardiff,associate,d,data literacy,2026-03-25,61.4,92.7,58.3,2.0,1.0,12.0,0,2026-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4928744650043726,-0.811454052503618,-0.4303410942369889,-0.7981790759111805,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
L10418,operations,leeds,analyst,b,data literacy,2026-03-21,53.7,122.2,56.4,4.0,2.0,7.0,1,2026-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040300623067694843,-0.21742723832438318,-0.5375970731242138,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L10466,sales,cardiff,associate,c,responsible ai,2026-01-10,53.7,171.3,94.7,5.0,3.0,10.0,1,2026-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040300623067694843,0.7712750184959706,1.6244576591814277,0.6062415855161165,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
L10237,customer support,london,analyst,a,responsible ai,2026-03-17,55.6,59.5,68.9,2.0,3.0,12.0,1,2026-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15197468796116076,-1.4799859247324518,0.1680343669233196,0.6062415855161165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L10277,operations,edinburgh,analyst,a,python basics,2026-02-17,49.3,143.7,83.1,4.0,3.0,12.0,1,2026-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2183130008961215,0.2155075584503131,0.9696316828173165,0.6062415855161165,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
L10398,it,london,manager,a,responsible ai,2026-02-09,73.9,88.8,66.5,1.0,3.0,11.0,1,2026-02-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.227572260356123,-0.8899864109883305,0.03255313043419293,0.6062415855161165,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L10023,hr,london,manager,d,python basics,2026-03-10,50.0,125.55,66.5,2.0,5.0,11.0,1,2026-03-10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.17716992435642334,-0.1499699560362329,0.03255313043419293,2.0106622469434137,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
L10488,unknown,remote,technician,c,responsible ai,2026-03-09,41.0,111.4,64.1,5.0,4.0,18.0,1,2026-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.7061523370096834,-0.43490146182050976,-0.10292810605493373,1.308451916229765,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
L10564,it,london,manager,a,ml foundations,2026-03-08,39.0,87.0,70.5,4.0,1.0,15.0,1,2026-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8237039842659634,-0.9262321149043515,0.2583551912494035,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
L10276,sales,birmingham,associate,b,data literacy,2026-03-20,53.4,62.9,57.0,3.0,3.0,14.0,1,2026-03-20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022667875979252593,-1.411521817335523,-0.5037267640019322,0.6062415855161165,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10255,it,bristol,coordinator,c,ml foundations,2026-03-15,47.9,241.6,85.8,3.0,1.0,16.0,1,2026-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3005991539755174,2.18687112143835,1.1220480738675838,-0.7981790759111805,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
L10313,operations,london,coordinator,c,data literacy,2026-03-20,69.6,112.8,72.3,3.0,1.0,23.0,1,2026-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9748362187551204,-0.40671035877471573,0.3599661186162481,-0.7981790759111805,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10412,finance,unknown,coordinator,a,ml foundations,2026-02-05,33.0,151.4,58.2,2.0,2.0,11.0,0,2026-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1763589260348033,0.3705586252021815,-0.4359861457573688,-0.095968745197532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
L10057,hr,manchester,technician,d,python basics,2026-01-13,53.3,117.0,43.1,1.0,1.0,17.0,0,2026-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01679029361643851,-0.32213704963733314,-1.2883889253347889,-0.7981790759111805,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L10310,hr,unknown,specialist,c,python basics,2026-02-09,50.3,153.2,84.5,4.0,4.0,22.0,1,2026-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.1595371772679815,0.4068043291182023,1.0486624041026404,1.308451916229765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
L10551,operations,bristol,technician,b,data literacy,2026-02-16,54.7,92.6,66.5,5.0,3.0,8.0,1,2026-02-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.09907644669583485,-0.813467702721175,0.03255313043419293,0.6062415855161165,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
L10071,hr,manchester,technician,b,ai awareness,2026-03-21,39.0,63.4,70.3,2.0,1.0,20.0,1,2026-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8237039842659634,-1.4014535662477394,0.2470650882086428,-0.7981790759111805,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
L10143,hr,edinburgh,specialist,c,ai awareness,2026-01-13,41.8,173.5,79.3,1.0,4.0,16.0,1,2026-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6591316781071715,0.8155753232822184,0.7551197250428666,1.308451916229765,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
L10279,it,remote,associate,c,data literacy,2026-02-26,60.5,118.0,51.7,4.0,0.0,10.0,1,2026-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4399762237390467,-0.30200054746176586,-0.802914494582086,-1.5003894066248291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10147,hr,remote,associate,b,responsible ai,2026-01-17,51.3,151.6,66.5,5.0,0.0,0.0,1,2026-01-17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.1007613536398415,0.37458592563729476,0.03255313043419293,-1.5003894066248291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
L10442,customer support,remote,associate,b,data literacy,2026-03-10,26.0,237.7,66.5,5.0,3.0,17.0,1,2026-03-10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.5877896914317833,2.108338762953638,0.03255313043419293,0.6062415855161165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10444,operations,bristol,coordinator,c,python basics,2026-03-15,35.0,115.3,87.7,1.0,3.0,16.0,0,2026-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0588072787785234,-0.3563691033357976,1.2293040527548091,0.6062415855161165,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
L10221,finance,london,associate,a,responsible ai,2026-01-20,53.4,128.7,53.5,3.0,3.0,22.0,0,2026-01-20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022667875979252593,-0.08653997418319614,-0.7013035672152415,0.6062415855161165,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L10445,sales,remote,technician,b,python basics,2026-01-13,53.4,66.6,73.3,2.0,4.0,7.0,1,2026-01-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022667875979252593,-1.3370167592859243,0.41641663382005073,1.308451916229765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
L10081,sales,cardiff,manager,c,data literacy,2026-01-21,47.4,113.2,57.8,5.0,2.0,16.0,1,2026-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3299870657895874,-0.3986557579044887,-0.4585663518388902,-0.095968745197532,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
L10126,hr,remote,coordinator,b,data literacy,2026-03-16,25.0,154.4,40.5,3.0,3.0,10.0,1,2026-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6465655150599234,0.4309681317288834,-1.4351602648646757,0.6062415855161165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10515,sales,leeds,coordinator,d,python basics,2026-02-27,49.7,90.8,63.9,3.0,1.0,23.0,0,2026-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19480267144486516,-0.849713406637196,-0.11421820909569402,-0.7981790759111805,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
L10572,it,bristol,manager,b,ai awareness,2026-02-02,37.3,56.2,58.0,5.0,1.0,18.0,1,2026-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9236228844338015,-1.5464363819118239,-0.44727624879812955,-0.7981790759111805,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
L10080,operations,leeds,manager,c,responsible ai,2026-02-10,53.4,180.5,94.8,2.0,1.0,21.0,1,2026-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022667875979252593,0.9565308385111894,1.6301027107018076,-0.7981790759111805,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
L10258,operations,remote,coordinator,b,data literacy,2026-03-13,55.2,140.7,83.1,4.0,1.0,10.0,1,2026-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12846435850990484,0.15509805192361126,0.9696316828173165,-0.7981790759111805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10334,customer support,manchester,specialist,b,ml foundations,2026-03-18,61.5,233.4,57.8,1.0,3.0,10.0,0,2026-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4987520473671867,2.0217518035986988,-0.4585663518388902,0.6062415855161165,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
L10301,hr,cardiff,coordinator,a,ml foundations,2026-02-15,77.3,191.4,50.2,2.0,1.0,8.0,0,2026-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4274100606917985,1.1760187122248729,-0.88759026738779,-0.7981790759111805,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
L10219,customer support,manchester,coordinator,b,data literacy,2026-01-31,27.2,177.5,64.5,4.0,1.0,13.0,1,2026-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5172587030780154,0.8961213319844875,-0.08034789997341235,-0.7981790759111805,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
L10260,sales,remote,coordinator,a,data literacy,2026-02-19,64.6,174.5,85.9,4.0,0.0,20.0,1,2026-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6809571006144204,0.8357118254577857,1.1276931253879645,-1.5003894066248291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10596,operations,manchester,technician,c,ai awareness,2026-02-18,59.4,118.5,76.9,4.0,2.0,16.0,1,2026-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3753228177480926,-0.2919322963739822,0.6196384885537407,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
L10411,sales,unknown,technician,b,ml foundations,2026-03-18,53.4,184.0,80.7,2.0,3.0,10.0,1,2026-03-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.022667875979252593,1.0270085961256747,0.8341504463281906,0.6062415855161165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
L10024,customer support,birmingham,technician,a,data literacy,2026-02-10,70.8,178.8,27.6,5.0,0.0,13.0,0,2026-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0453672071088886,0.9222987848127252,-2.16337191099373,-1.5003894066248291,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10540,unknown,manchester,technician,c,ai awareness,2026-01-21,76.5,184.6,78.0,2.0,6.0,12.0,1,2026-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3803894017892868,1.0390904974310151,0.6817340552779233,2.712872577657062,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
L10223,customer support,bristol,manager,a,ai awareness,2026-01-14,72.5,174.1,64.6,1.0,1.0,10.0,1,2026-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1452861072767266,0.8276572245875586,-0.0747028484530324,-0.7981790759111805,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
L10269,it,london,analyst,a,data literacy,2026-03-26,46.4,68.5,66.5,4.0,3.0,17.0,1,2026-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3887628894177274,-1.2987574051523463,0.03255313043419293,0.6062415855161165,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10051,it,london,specialist,a,data literacy,2026-04-01,55.8,195.7,26.5,5.0,2.0,26.0,0,2026-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16372985268678852,1.2626056715798117,-2.225467477717913,-0.095968745197532,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10280,sales,birmingham,analyst,a,data literacy,2026-02-20,55.0,56.6,62.8,2.0,1.0,9.0,0,2026-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11670919378427667,-1.5383817810415972,-0.176313775819877,-0.7981790759111805,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10122,it,unknown,technician,d,data literacy,2026-01-07,33.4,248.1,16.2,3.0,1.0,11.0,0,2026-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1528485965835475,2.3177583855795376,-2.80690778431708,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
L10371,sales,unknown,coordinator,b,python basics,2026-03-20,72.8,247.4,100.0,2.0,4.0,10.0,1,2026-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1629188543651685,2.3036628340566407,1.9236453897615815,1.308451916229765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
L10193,it,unknown,technician,c,python basics,2026-03-11,50.9,115.2,80.1,1.0,1.0,19.0,1,2026-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.12427168309109742,-0.35838275355335414,0.8002801372059085,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
L10408,operations,unknown,manager,b,ml foundations,2026-01-06,56.5,183.0,100.0,1.0,2.0,14.0,1,2026-01-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.20487292922648667,1.0068720939501075,1.9236453897615815,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
L10574,customer support,unknown,manager,d,ai awareness,2026-03-16,57.1,92.1,50.1,1.0,3.0,19.0,0,2026-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.24013842340337077,-0.8235359538089586,-0.8932353189081703,0.6062415855161165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
L10252,operations,remote,associate,c,data literacy,2026-03-15,55.8,193.9,51.2,5.0,1.0,8.0,1,2026-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16372985268678852,1.226359967663791,-0.8311397521839874,-0.7981790759111805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10385,hr,manchester,associate,c,python basics,2026-03-24,74.1,183.8,86.2,4.0,3.0,26.0,1,2026-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2393274250817503,1.0229812956905615,1.1446282799491052,0.6062415855161165,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L10331,hr,remote,analyst,a,ai awareness,2026-03-06,37.2,125.1,76.1,1.0,3.0,18.0,1,2026-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9295004667966152,-0.15903138201523825,0.5744780763906979,0.6062415855161165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10563,operations,london,manager,a,python basics,2026-03-01,66.7,75.1,84.1,1.0,5.0,10.0,0,2026-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8043863302335149,-1.1658564907936024,1.0260821980211192,2.0106622469434137,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
