customer_id,signup_date,last_login_date,region,sector,plan_type,contract_type,acquisition_channel,monthly_fee_gbp,tenure_months,usage_minutes_30d,active_days_30d,support_tickets_90d,invoices_late_6m,satisfaction_score,renewal_month,account_notes,cancellation_reason,account_closed_date,retention_offer_after_churn,churned
CUST-1299,2022-04-26,2024-12-26,Midlands,Professional Services,Standard,Monthly,Sales-led,86.71,32,132.1,6,3,0,6.2,9,Support issue around onboarding and admin setup.,price,2025-01-17,none,1
CUST-1300,2020-10-19,2024-12-16,Wales,Healthcare,Premium,Annual,Self-serve,177.87,50,247.2,20,0,0,7.0,10,Customer happy with product but needs integration advice.,,,,0
CUST-1301,2023-06-06,2024-12-17,Midlands,Technology,Basic,Annual,Renewal upgrade,55.04,18,202.1,8,0,0,7.6,3,Manager requested renewal details and training resources.,,,,0
CUST-1302,2020-05-03,2024-12-26,London,Public Sector,Basic,Annual,Sales-led,61.74,55,187.1,6,2,1,10.0,3,Manager requested renewal details and training resources.,,,,0
CUST-1303,2022-12-22,2024-12-23,Scotland,Technology,Basic,Monthly,Self-serve,56.28,24,143.6,10,0,5,6.5,7,Support issue around onboarding and admin setup.,support,2025-01-11,none,1
CUST-1304,2022-01-16,2024-12-31,North West,Education,Enterprise,Annual,Sales-led,349.88,35,164.0,8,3,2,5.5,11,Multiple support contacts; wants faster response time.,support,2025-02-27,discount,1
CUST-1305,2023-01-10,2024-12-31,Northern Ireland,Manufacturing,Premium,Monthly,Sales-led,170.05,23,284.6,17,0,0,5.9,9,Customer happy with product but needs integration advice.,,,,0
CUST-1306,2021-10-20,2024-12-29,North West,Retail,Standard,Annual,Sales-led,86.15,38,294.7,12,1,0,5.8,7,Customer happy with product but needs integration advice.,,,,0
CUST-1307,2020-08-18,2024-12-23,North West,Technology,Premium,Annual,Partner,172.87,52,401.4,15,1,0,8.1,7,Manager requested renewal details and training resources.,,,,0
CUST-1308,2023-01-01,2024-12-26,Wales,Healthcare,Standard,Annual,Renewal upgrade,103.92,23,111.9,0,5,0,5.7,1,Low usage noted in recent month; customer did not attend webinar.,low_usage,2025-02-24,success_call,1
CUST-1309,2022-07-10,2024-12-14,South East,Public Sector,Standard,Annual,Sales-led,103.04,29,197.3,1,2,0,7.5,2,Multiple support contacts; wants faster response time.,,,,0
CUST-1310,2021-11-09,2024-12-26,London,Healthcare,Standard,Monthly,Sales-led,73.8,37,147.6,0,1,0,4.4,5,Customer happy with product but needs integration advice.,price,2025-01-08,success_call,1
CUST-1311,2021-06-28,2024-12-29,North West,Education,Standard,Monthly,Sales-led,89.57,42,95.6,5,2,1,6.9,2,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1312,2021-05-16,2024-12-23,North West,Manufacturing,Basic,Annual,Sales-led,63.45,43,146.8,0,2,1,8.8,2,Customer mentioned price sensitivity and asked about lower plan options.,price,2025-02-16,success_call,1
CUST-1313,2021-12-03,2024-12-29,South East,Education,Premium,Annual,Self-serve,179.95,36,143.7,11,1,0,10.0,12,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1314,2021-01-17,2024-12-26,South East,Technology,Premium,Monthly,Partner,162.0,47,99.6,4,2,0,4.6,10,Multiple support contacts; wants faster response time.,price,2025-01-22,discount,1
CUST-1315,2021-02-16,2024-12-16,South East,Healthcare,Standard,Monthly,Self-serve,127.27,46,275.6,10,2,2,6.2,2,Customer happy with product but needs integration advice.,,,,0
CUST-1316,2021-02-10,2024-12-11,South East,Manufacturing,Standard,Monthly,Self-serve,98.65,46,151.1,3,4,0,5.8,11,Multiple support contacts; wants faster response time.,,,,0
CUST-1317,2020-01-19,2024-12-31,South East,Healthcare,Basic,Monthly,Self-serve,53.61,59,96.5,6,3,0,7.4,1,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1318,2023-09-16,2024-12-22,Wales,Healthcare,Enterprise,Monthly,Sales-led,353.79,15,456.2,15,6,0,6.0,7,Support issue around onboarding and admin setup.,,,,0
CUST-1319,2020-12-11,2024-12-15,South East,Healthcare,Enterprise,Monthly,Sales-led,344.59,48,348.7,10,2,1,10.0,11,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1320,2020-08-29,2024-12-31,South West,Professional Services,Enterprise,Annual,Renewal upgrade,340.27,52,84.5,8,5,0,6.7,11,Customer happy with product but needs integration advice.,,,,0
CUST-1321,2020-08-08,2024-12-26,South West,Professional Services,Standard,Monthly,Partner,124.46,52,233.5,11,1,0,8.0,8,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1322,2023-12-13,2024-12-30,North West,Manufacturing,Basic,Monthly,Renewal upgrade,61.04,12,174.7,6,0,0,10.0,5,Healthy adoption in team; users asked for reporting improvements.,support,2025-03-30,discount,1
CUST-1323,2021-11-27,2024-12-27,South East,Manufacturing,Basic,Monthly,Renewal upgrade,58.86,37,124.0,8,2,0,7.5,9,Support issue around onboarding and admin setup.,business_closed,2025-03-19,none,1
CUST-1324,2021-04-22,2024-12-08,Scotland,Manufacturing,Basic,Monthly,Self-serve,55.92,44,121.5,5,0,0,8.6,9,Low usage noted in recent month; customer did not attend webinar.,low_usage,2025-02-10,discount,1
CUST-1325,2021-08-12,2024-12-29,Northern Ireland,Professional Services,Basic,Annual,Renewal upgrade,36.96,40,63.1,4,0,0,6.6,2,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1326,2020-05-09,2024-12-26,Wales,Retail,Basic,Monthly,Self-serve,64.33,55,358.2,11,2,0,,2,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1327,2021-04-02,2024-12-18,Midlands,Retail,Enterprise,Annual,Sales-led,338.88,44,263.7,19,2,0,7.1,11,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1328,2020-12-29,2024-12-28,Scotland,Public Sector,Basic,Annual,Sales-led,52.4,48,,6,0,1,10.0,9,Multiple support contacts; wants faster response time.,,,,0
CUST-1329,2023-03-18,2024-12-30,Wales,Technology,Basic,Monthly,Sales-led,29.33,21,130.2,11,2,0,8.5,4,Customer happy with product but needs integration advice.,,,,0
CUST-1330,2020-03-26,2024-12-22,South East,Retail,Premium,Annual,Sales-led,154.51,57,172.9,6,3,0,7.9,2,Support issue around onboarding and admin setup.,,,,0
CUST-1331,2021-09-13,2024-12-27,Midlands,Manufacturing,Standard,Annual,Self-serve,102.82,39,,16,3,0,6.6,2,Support issue around onboarding and admin setup.,,,,0
CUST-1332,2023-02-27,2024-12-24,London,Professional Services,Premium,Monthly,Partner,169.29,22,236.9,12,1,2,8.9,12,Customer happy with product but needs integration advice.,price,2025-02-24,success_call,1
CUST-1333,2023-05-02,2024-12-25,Wales,Retail,Standard,Monthly,Partner,75.13,20,169.4,11,3,1,5.0,9,Customer mentioned price sensitivity and asked about lower plan options.,business_closed,2025-01-28,discount,1
CUST-1334,2022-01-18,2024-12-31,Northern Ireland,Professional Services,Premium,Annual,Self-serve,185.49,35,300.9,9,0,1,6.0,9,Customer happy with product but needs integration advice.,,,,0
CUST-1335,2020-11-20,2024-12-06,London,Retail,Standard,Annual,Sales-led,124.44,49,210.8,13,2,0,7.0,7,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1336,2021-05-07,2024-12-26,Scotland,Manufacturing,Standard,Annual,Partner,115.67,43,484.7,27,2,0,10.0,7,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1337,2020-11-20,2024-12-29,London,Technology,Premium,Annual,Self-serve,175.91,49,374.7,14,3,0,10.0,5,Multiple support contacts; wants faster response time.,,,,0
CUST-1338,2022-08-24,2024-12-26,Midlands,Retail,Standard,Monthly,Sales-led,99.11,28,244.6,10,0,0,7.8,4,Customer happy with product but needs integration advice.,,,,0
CUST-1339,2021-03-03,2024-12-29,London,Education,Standard,Annual,Sales-led,109.65,45,90.3,2,1,1,6.2,2,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1340,2022-07-09,2024-12-26,South West,Manufacturing,Standard,Monthly,Sales-led,112.47,29,248.8,9,1,2,5.1,6,Customer happy with product but needs integration advice.,,,,0
CUST-1341,2022-08-15,2024-12-24,London,Technology,Basic,Monthly,Sales-led,44.88,28,184.3,14,6,0,6.9,1,Manager requested renewal details and training resources.,,,,0
CUST-1342,2023-10-04,2024-12-31,South West,Manufacturing,Premium,Annual,Partner,179.41,14,145.1,2,7,0,6.6,6,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1343,2021-06-24,2024-12-12,Midlands,Retail,Basic,Annual,Partner,52.61,42,66.8,0,3,1,7.9,9,Manager requested renewal details and training resources.,,,,0
CUST-1344,2023-11-04,2024-12-31,Scotland,Manufacturing,Basic,Annual,Partner,55.65,13,239.4,16,1,0,9.6,10,Multiple support contacts; wants faster response time.,,,,0
CUST-1345,2021-08-08,2024-12-30,Midlands,Retail,Basic,Monthly,Sales-led,47.4,40,219.6,11,1,2,7.1,7,,,,,0
CUST-1346,2022-09-20,2024-12-07,Midlands,Technology,Premium,Monthly,Partner,177.56,27,156.5,15,2,0,8.5,9,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1347,2022-08-23,2024-12-27,South West,Healthcare,Standard,Annual,Partner,115.56,28,153.7,4,3,1,6.0,2,Manager requested renewal details and training resources.,price,2025-02-02,none,1
CUST-1348,2023-04-09,2024-12-05,South East,Manufacturing,Premium,Annual,Sales-led,193.51,20,271.9,11,7,0,7.6,9,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1349,2021-11-15,2024-12-29,Scotland,Professional Services,Premium,Annual,Self-serve,184.73,37,200.9,5,2,0,7.0,9,Manager requested renewal details and training resources.,,,,0
CUST-1350,2023-03-02,2024-12-25,London,Healthcare,Basic,Annual,Self-serve,69.63,22,65.9,3,2,0,8.0,12,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1351,2021-06-02,2024-12-27,Scotland,Technology,Premium,Monthly,Self-serve,174.36,42,124.5,0,2,0,8.1,9,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1352,2021-12-18,2024-12-27,London,Manufacturing,Standard,Monthly,Sales-led,118.48,36,,12,2,1,7.6,7,Healthy adoption in team; users asked for reporting improvements.,support,2025-02-18,discount,1
CUST-1353,2021-12-30,2024-12-12,Scotland,Healthcare,Basic,Monthly,Self-serve,55.51,36,83.8,5,1,1,8.4,8,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1354,2022-10-25,2024-12-29,Scotland,Technology,Premium,Monthly,Sales-led,218.25,26,345.2,14,4,1,5.2,4,Manager requested renewal details and training resources.,,,,0
CUST-1355,2022-06-21,2024-12-28,North West,Public Sector,Enterprise,Monthly,Sales-led,334.69,30,329.1,12,3,2,5.8,11,Multiple support contacts; wants faster response time.,competitor,2025-02-15,success_call,1
CUST-1356,2020-04-24,2024-12-31,Scotland,Retail,Standard,Annual,Sales-led,90.73,56,263.5,7,3,1,7.0,7,Multiple support contacts; wants faster response time.,,,,0
CUST-1357,2023-03-27,2024-12-17,Midlands,Education,Standard,Monthly,Renewal upgrade,104.03,21,202.0,11,2,0,5.6,8,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1358,2023-01-11,2024-12-31,Midlands,Education,Standard,Monthly,Sales-led,103.77,23,126.6,0,3,2,5.9,4,Manager requested renewal details and training resources.,,,,0
CUST-1359,2020-06-01,2024-12-31,North West,Manufacturing,Standard,Annual,Self-serve,122.4,54,301.6,14,4,0,7.1,10,Customer happy with product but needs integration advice.,,,,0
CUST-1360,2023-11-05,2024-12-29,Scotland,Retail,Standard,Monthly,Sales-led,90.98,13,124.7,13,6,1,8.1,2,Customer happy with product but needs integration advice.,competitor,2025-02-19,none,1
CUST-1361,2022-08-22,2024-12-21,South West,Retail,Standard,Monthly,Renewal upgrade,109.86,28,308.4,18,3,1,7.8,1,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1362,2020-05-04,2024-12-21,London,Technology,Standard,Annual,Self-serve,112.95,55,447.2,12,3,0,10.0,1,Manager requested renewal details and training resources.,,,,0
CUST-1363,2021-12-18,2024-12-23,London,Technology,Basic,Monthly,Renewal upgrade,57.46,36,154.0,4,0,0,8.6,5,,competitor,2025-01-19,discount,1
CUST-1364,2023-05-05,2024-11-29,London,Public Sector,Premium,Annual,Sales-led,167.47,19,480.7,21,1,1,8.0,7,Support issue around onboarding and admin setup.,,,,0
CUST-1365,2021-02-12,2024-12-18,Wales,Technology,Premium,Annual,Sales-led,195.89,46,145.3,6,3,0,7.5,12,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1366,2023-09-24,2024-12-27,North West,Public Sector,Premium,Monthly,Self-serve,193.75,15,281.9,6,3,0,9.0,3,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1367,2021-09-02,2024-12-26,Midlands,Public Sector,Basic,Annual,Self-serve,56.2,39,164.1,8,3,0,9.2,5,Multiple support contacts; wants faster response time.,business_closed,2025-03-10,discount,1
CUST-1368,2020-11-26,2024-12-28,Wales,Public Sector,Standard,Annual,Partner,101.45,49,321.9,13,1,0,8.3,6,Customer happy with product but needs integration advice.,,,,0
CUST-1369,2021-06-04,2024-12-13,South East,Education,Standard,Annual,Renewal upgrade,101.71,42,64.9,10,1,0,5.0,1,Customer happy with product but needs integration advice.,,,,0
CUST-1370,2022-02-05,2024-12-18,South West,Healthcare,Basic,Annual,Self-serve,48.06,34,234.3,8,2,0,5.4,8,Support issue around onboarding and admin setup.,business_closed,2025-02-21,none,1
CUST-1371,2022-10-01,2024-12-28,Midlands,Retail,Basic,Annual,Renewal upgrade,56.69,27,115.7,9,1,0,7.2,8,Support issue around onboarding and admin setup.,,,,0
CUST-1372,2023-09-16,2024-12-26,South East,Manufacturing,Standard,Annual,Self-serve,99.37,15,224.4,4,1,0,4.6,8,Multiple support contacts; wants faster response time.,competitor,2025-02-25,none,1
CUST-1373,2020-10-11,2024-12-29,South East,Retail,Premium,Annual,Sales-led,168.82,50,630.6,21,2,0,10.0,9,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1374,2023-11-02,2024-12-25,South East,Retail,Basic,Monthly,Self-serve,36.42,13,186.9,10,1,2,8.2,5,Manager requested renewal details and training resources.,,,,0
CUST-1375,2022-02-09,2024-12-29,London,Education,Premium,Annual,Sales-led,169.98,34,310.3,17,3,0,7.0,7,Support issue around onboarding and admin setup.,,,,0
CUST-1376,2020-07-05,2024-12-16,London,Healthcare,Standard,Annual,Partner,101.67,53,258.9,7,2,0,6.4,8,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1377,2023-09-14,2024-12-17,South West,Retail,Premium,Annual,Sales-led,178.68,15,432.0,17,1,0,10.0,3,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1378,2021-05-24,2024-12-18,North West,Public Sector,Standard,Monthly,Sales-led,101.58,43,282.7,6,3,1,5.9,5,Manager requested renewal details and training resources.,,,,0
CUST-1379,2022-06-25,2024-12-20,North West,Technology,Standard,Monthly,Self-serve,105.01,30,224.9,8,1,1,6.3,10,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1380,2022-10-16,2024-12-30,Midlands,Professional Services,Standard,Monthly,Sales-led,91.47,26,211.0,12,2,1,,9,Customer happy with product but needs integration advice.,price,2025-01-26,success_call,1
CUST-1381,2020-01-20,2024-12-31,Scotland,Professional Services,Enterprise,Monthly,Sales-led,366.59,59,275.4,9,5,0,7.5,11,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1382,2020-11-19,2024-12-07,South West,Retail,Standard,Monthly,Partner,95.79,49,183.7,6,2,1,8.3,7,Support issue around onboarding and admin setup.,,,,0
CUST-1383,2022-09-29,2024-12-12,Midlands,Public Sector,Standard,Monthly,Sales-led,93.8,27,95.7,0,3,0,8.9,4,Healthy adoption in team; users asked for reporting improvements.,price,2025-03-18,success_call,1
CUST-1384,2021-04-19,2024-12-23,North West,Public Sector,Standard,Monthly,Self-serve,104.79,44,246.6,7,5,0,8.8,2,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1385,2020-01-14,2024-12-26,South East,Professional Services,Premium,Annual,Sales-led,156.96,59,187.0,15,1,0,8.0,3,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1386,2020-02-04,2024-12-25,South West,Public Sector,Basic,Monthly,Sales-led,39.51,58,129.2,5,1,1,8.9,4,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1387,2023-04-21,2024-12-17,Midlands,Professional Services,Standard,Annual,Sales-led,110.77,20,338.4,10,2,0,7.3,7,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1388,2020-08-12,2024-12-20,South West,Healthcare,Standard,Monthly,Partner,78.15,52,185.9,6,1,0,5.3,6,Manager requested renewal details and training resources.,,,,0
CUST-1389,2020-05-26,2024-12-26,London,Technology,Enterprise,Monthly,Renewal upgrade,362.41,55,241.0,3,3,0,6.7,11,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1390,2022-04-01,2024-12-28,Northern Ireland,Retail,Standard,Monthly,Sales-led,117.13,33,205.7,4,2,0,6.6,7,,,,,0
CUST-1391,2020-06-22,2024-12-30,Wales,Professional Services,Standard,Annual,Renewal upgrade,94.57,54,186.4,13,4,0,6.3,7,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1392,2022-08-11,2024-12-19,London,Healthcare,Enterprise,Monthly,Self-serve,352.5,28,632.5,25,4,0,7.6,2,Manager requested renewal details and training resources.,,,,0
CUST-1393,2022-03-05,2024-12-31,Scotland,Manufacturing,Standard,Annual,Self-serve,112.43,33,505.5,28,2,0,8.3,8,Manager requested renewal details and training resources.,,,,0
CUST-1394,2022-08-05,2024-12-30,Wales,Technology,Basic,Annual,Partner,43.4,28,374.2,15,1,0,9.7,11,Manager requested renewal details and training resources.,,,,0
CUST-1395,2021-12-18,2024-12-19,London,Technology,Basic,Monthly,Partner,59.41,36,168.0,7,3,0,10.0,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1396,2023-02-10,2024-12-25,North West,Professional Services,Basic,Annual,Partner,40.95,22,117.8,7,3,0,4.6,12,Customer mentioned price sensitivity and asked about lower plan options.,support,2025-01-25,success_call,1
CUST-1397,2022-07-30,2024-12-30,Midlands,Professional Services,Basic,Monthly,Self-serve,43.27,29,222.1,0,1,1,5.9,5,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1398,2021-08-29,2024-12-30,South East,Public Sector,Standard,Monthly,Self-serve,89.41,40,161.6,7,4,1,5.6,11,,competitor,2025-01-28,success_call,1
CUST-1399,2020-01-23,2024-12-03,North West,Retail,Premium,Monthly,Sales-led,183.11,59,355.4,14,2,2,8.9,7,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1400,2021-02-03,2024-12-30,North West,Technology,Premium,Monthly,Sales-led,192.9,46,152.1,12,0,0,7.8,6,Manager requested renewal details and training resources.,,,,0
CUST-1401,2020-07-10,2024-12-30,South East,Manufacturing,Basic,Annual,Self-serve,46.79,53,201.6,12,2,0,6.7,12,Multiple support contacts; wants faster response time.,,,,0
CUST-1402,2020-01-23,2024-12-29,South West,Professional Services,Standard,Annual,Sales-led,83.75,59,382.8,11,5,0,8.9,3,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1403,2021-02-02,2024-12-21,Midlands,Public Sector,Basic,Annual,Sales-led,36.01,46,144.5,11,4,0,8.5,2,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1404,2020-10-28,2024-12-22,London,Professional Services,Enterprise,Monthly,Sales-led,353.74,50,224.2,8,2,1,7.5,7,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1405,2020-04-22,2024-12-29,South West,Healthcare,Basic,Annual,Sales-led,71.13,56,70.9,0,2,1,5.7,3,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1406,2021-04-01,2024-12-29,Northern Ireland,Education,Standard,Monthly,Self-serve,103.72,45,134.5,6,2,0,7.9,8,,,,,0
CUST-1407,2022-01-09,2024-12-27,South East,Education,Standard,Monthly,Self-serve,94.36,35,221.8,8,3,0,7.3,12,Low usage noted in recent month; customer did not attend webinar.,low_usage,2025-03-19,success_call,1
CUST-1408,2020-09-17,2024-12-19,Northern Ireland,Manufacturing,Standard,Monthly,Self-serve,108.19,51,238.8,16,3,0,7.3,4,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1409,2021-02-02,2024-12-24,London,Manufacturing,Standard,Annual,Sales-led,96.13,46,296.7,13,0,1,7.6,5,Customer happy with product but needs integration advice.,,,,0
CUST-1410,2020-01-30,2024-12-22,South West,Technology,Premium,Annual,Self-serve,174.46,59,84.9,4,4,1,7.9,5,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1411,2020-03-14,2024-12-26,Wales,Technology,Basic,Monthly,Self-serve,37.5,57,121.5,8,3,0,7.6,1,Customer happy with product but needs integration advice.,,,,0
CUST-1412,2020-08-17,2024-12-25,Wales,Education,Enterprise,Annual,Partner,365.9,52,136.5,10,2,0,9.1,6,Support issue around onboarding and admin setup.,,,,0
CUST-1413,2021-10-23,2024-12-31,London,Professional Services,Standard,Annual,Self-serve,68.53,38,250.3,13,3,0,9.8,7,Support issue around onboarding and admin setup.,,,,0
CUST-1414,2022-08-30,2024-12-24,South West,Public Sector,Premium,Annual,Self-serve,188.57,28,96.8,10,3,1,7.5,11,Customer happy with product but needs integration advice.,support,2025-02-05,none,1
CUST-1415,2023-02-24,2024-12-30,London,Technology,Premium,Annual,Self-serve,173.44,22,,8,4,0,6.3,10,Support issue around onboarding and admin setup.,,,,0
CUST-1416,2022-07-08,2024-12-05,South East,Retail,Enterprise,Annual,Renewal upgrade,344.08,29,438.2,18,5,0,9.6,7,Customer happy with product but needs integration advice.,,,,0
CUST-1417,2022-06-19,2024-12-26,London,Healthcare,Basic,Annual,Partner,69.31,30,124.1,10,0,1,8.3,7,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1418,2023-09-28,2024-12-25,Midlands,Healthcare,Standard,Annual,Self-serve,90.43,15,419.8,16,1,0,10.0,1,Support issue around onboarding and admin setup.,,,,0
CUST-1419,2021-01-08,2024-12-09,London,Professional Services,Basic,Monthly,Self-serve,40.84,47,,8,1,2,,2,Customer mentioned price sensitivity and asked about lower plan options.,competitor,2025-03-07,discount,1
CUST-1420,2023-03-11,2024-12-15,South West,Manufacturing,Basic,Annual,Sales-led,47.44,21,144.9,13,3,0,8.4,5,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1421,2023-09-29,2024-12-23,Wales,Healthcare,Standard,Monthly,Renewal upgrade,103.97,15,302.3,19,3,0,,9,Support issue around onboarding and admin setup.,business_closed,2025-03-08,success_call,1
CUST-1422,2022-04-08,2024-12-23,London,Public Sector,Enterprise,Annual,Sales-led,343.7,32,272.4,11,1,2,7.5,7,Manager requested renewal details and training resources.,,,,0
CUST-1423,2023-05-12,2024-12-28,London,Public Sector,Enterprise,Monthly,Sales-led,330.11,19,367.8,13,7,0,6.8,8,Healthy adoption in team; users asked for reporting improvements.,price,2025-01-23,success_call,1
CUST-1424,2020-07-19,2024-12-27,London,Public Sector,Standard,Monthly,Renewal upgrade,88.61,53,130.9,11,1,0,8.2,8,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1425,2023-07-07,2024-12-31,Scotland,Healthcare,Standard,Monthly,Partner,114.38,17,310.9,16,3,1,8.4,7,Multiple support contacts; wants faster response time.,,,,0
CUST-1426,2022-04-03,2024-12-28,Midlands,Retail,Premium,Monthly,Sales-led,179.9,32,88.4,5,3,1,8.5,10,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1427,2020-11-19,2024-12-30,South East,Public Sector,Enterprise,Monthly,Sales-led,354.41,49,137.9,4,4,0,7.5,9,Customer happy with product but needs integration advice.,,,,0
CUST-1428,2020-03-30,2024-12-24,Northern Ireland,Public Sector,Basic,Monthly,Sales-led,45.86,57,84.1,5,0,0,7.1,7,Customer happy with product but needs integration advice.,,,,0
CUST-1429,2022-11-17,2024-12-31,London,Education,Standard,Monthly,Self-serve,91.09,25,138.5,5,3,0,6.8,7,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1430,2021-09-21,2024-12-22,Midlands,Technology,Premium,Monthly,Sales-led,199.13,39,259.6,8,3,0,5.8,8,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1431,2021-03-28,2024-12-23,South West,Professional Services,Standard,Annual,Renewal upgrade,96.74,45,221.2,9,3,0,10.0,12,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1432,2021-07-23,2024-12-16,Midlands,Technology,Standard,Annual,Renewal upgrade,93.68,41,317.3,14,0,0,8.0,2,Manager requested renewal details and training resources.,,,,0
CUST-1433,2023-12-17,2024-12-25,Wales,Professional Services,Enterprise,Annual,Self-serve,362.15,12,520.4,19,3,0,10.0,3,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1434,2021-09-16,2024-12-18,Northern Ireland,Professional Services,Enterprise,Monthly,Self-serve,340.33,39,97.0,7,3,0,,12,Multiple support contacts; wants faster response time.,,,,0
CUST-1435,2020-04-25,2024-12-20,London,Education,Enterprise,Monthly,Sales-led,341.86,56,476.1,24,5,0,8.6,12,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1436,2021-02-12,2024-12-29,London,Professional Services,Premium,Annual,Sales-led,179.12,46,229.4,13,1,0,8.0,8,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1437,2020-07-31,2024-12-24,London,Professional Services,Basic,Monthly,Partner,49.0,53,320.1,12,3,1,6.5,8,Low usage noted in recent month; customer did not attend webinar.,price,2025-02-16,discount,1
CUST-1438,2022-09-28,2024-12-13,North West,Professional Services,Standard,Monthly,Sales-led,102.12,27,127.8,8,1,1,6.0,12,Multiple support contacts; wants faster response time.,low_usage,2025-01-01,none,1
CUST-1439,2023-03-14,2024-12-25,Midlands,Healthcare,Standard,Annual,Sales-led,124.1,21,68.8,3,1,0,10.0,9,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1440,2023-05-12,2024-12-27,Wales,Public Sector,Standard,Annual,Sales-led,103.03,19,302.3,7,4,0,7.9,8,Invoice query raised; finance contact requested clarification.,low_usage,2025-03-16,success_call,1
CUST-1441,2022-07-13,2024-12-16,Northern Ireland,Professional Services,Standard,Monthly,Sales-led,70.46,29,253.0,13,2,1,9.3,2,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1442,2023-01-27,2024-12-30,London,Manufacturing,Standard,Annual,Self-serve,102.92,23,120.1,5,1,0,9.8,5,Manager requested renewal details and training resources.,,,,0
CUST-1443,2021-09-01,2024-12-29,Midlands,Public Sector,Standard,Monthly,Partner,99.45,39,109.6,15,2,0,6.8,1,Multiple support contacts; wants faster response time.,,,,0
CUST-1444,2022-07-05,2024-12-31,London,Professional Services,Premium,Annual,Partner,179.52,29,378.4,21,1,1,9.0,9,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1445,2020-06-05,2024-12-31,South East,Professional Services,Standard,Monthly,Self-serve,101.95,54,231.2,12,2,1,7.6,1,Manager requested renewal details and training resources.,,,,0
CUST-1446,2022-02-24,2024-12-29,Midlands,Technology,Standard,Monthly,Partner,98.66,34,163.4,8,4,2,4.7,5,Healthy adoption in team; users asked for reporting improvements.,low_usage,2025-01-22,none,1
CUST-1447,2022-03-24,2024-12-27,South West,Public Sector,Basic,Annual,Self-serve,48.37,33,211.0,9,1,0,7.8,11,Customer happy with product but needs integration advice.,,,,0
CUST-1448,2020-02-15,2024-12-16,Scotland,Education,Basic,Monthly,Partner,56.36,58,164.8,3,0,0,9.0,2,Multiple support contacts; wants faster response time.,,,,0
