request_id,request_channel,service_area,request_type,customer_segment,priority_at_submission,request_age_hours_at_triage,previous_tickets_90d,open_items_for_team,staff_available,attachments_count,has_clear_description,historical_team_delay_rate,requester_tenure_months,day_of_week,sla_breach_risk,post_resolution_hours_DO_NOT_USE,final_status_DO_NOT_USE
REQ-10425,Email,Facilities,Payroll,Partner,Standard,9.6,0,26,10,3,1,0.169,44.0,Wed,0,31.2,Resolved on time
REQ-10426,Email,IT,Payroll,Key client,Low,20.1,1,60,7,4,0,0.075,41.0,Thu,1,70.3,Resolved late
REQ-10427,Email,Data,Payroll,Key client,Standard,11.5,4,45,7,0,0,0.284,32.0,Tue,1,51.1,Escalated late
REQ-10428,Chat,IT,Access,Key client,Urgent,15.5,5,33,10,2,1,0.869,17.0,Thu,1,65.2,Escalated late
REQ-10429,Portal,Facilities,Access,External supplier,Standard,12.3,3,40,8,0,1,0.302,62.0,Thu,1,73.5,Resolved late
REQ-10430,Portal,Data,Hardware,Key client,Standard,8.5,0,35,6,1,1,0.215,35.0,Fri,0,38.3,Resolved on time
REQ-10431,Portal,Facilities,System issue,,Standard,17.6,1,60,8,1,0,0.188,25.0,Mon,1,69.1,Resolved late
REQ-10432,Portal,Facilities,Policy query,Internal,Standard,3.2,1,39,6,1,1,0.588,16.0,Wed,1,64.1,Resolved late
REQ-10433,Portal,Data,Policy query,Key client,Standard,7.7,1,44,8,2,1,0.241,42.0,Wed,1,56.6,Resolved late
REQ-10434,Chat,IT,Procurement,Internal,Standard,25.2,2,50,9,1,1,0.49,19.0,Wed,0,25.4,Resolved on time
REQ-10435,Chat,IT,Procurement,Internal,Standard,4.2,0,32,5,3,1,0.257,62.0,Fri,1,54.3,Resolved late
REQ-10436,Portal,IT,Payroll,Internal,Standard,14.9,3,45,8,1,1,0.101,25.0,Mon,1,85.2,Resolved late
REQ-10437,Email,Finance,System issue,Key client,Low,10.8,1,46,7,0,1,0.428,38.0,Wed,1,62.1,Escalated late
REQ-10438,Portal,Facilities,System issue,Internal,Standard,10.0,2,20,9,0,1,0.157,44.0,Tue,0,47.1,Resolved on time
REQ-10439,Portal,Facilities,System issue,Key client,Standard,26.8,2,46,9,0,1,0.09,41.0,Fri,0,27.5,Resolved on time
REQ-10440,Portal,Data,Policy query,Partner,Standard,30.4,0,41,8,0,1,0.471,56.0,Tue,0,40.3,Resolved on time
REQ-10441,Portal,IT,Procurement,Partner,Standard,6.2,0,44,7,1,1,0.128,27.0,Tue,1,53.0,Resolved late
REQ-10442,Portal,Facilities,System issue,Internal,Standard,13.2,0,42,9,3,1,0.305,36.0,Mon,0,29.9,Resolved on time
REQ-10443,Email,IT,System issue,Key client,Standard,2.3,0,46,6,1,0,0.351,48.0,Wed,0,28.2,Resolved on time
REQ-10444,Portal,HR,Hardware,Key client,Urgent,25.8,1,61,5,1,1,0.274,74.0,Mon,1,82.5,Resolved late
REQ-10445,Portal,Facilities,Policy query,Internal,Standard,14.4,4,25,2,4,0,0.382,54.0,Wed,0,25.9,Resolved on time
REQ-10446,Email,Data,Access,Key client,Standard,3.9,0,37,7,4,1,0.297,59.0,Tue,0,38.8,Auto closed
REQ-10447,Email,Finance,Policy query,Internal,Standard,8.0,0,51,6,1,1,0.203,30.0,Wed,1,64.4,Resolved late
REQ-10448,Phone,IT,System issue,,Low,5.7,3,49,8,0,1,0.263,44.0,Thu,0,23.5,Resolved on time
REQ-10449,Portal,Finance,Access,Internal,Standard,7.6,1,48,4,1,1,0.237,69.0,Thu,1,75.2,Resolved late
REQ-10450,Email,IT,Data report,Partner,Standard,2.6,1,81,6,1,1,0.269,35.0,Mon,1,77.3,Escalated late
REQ-10451,Portal,Data,Access,Key client,Low,35.5,1,51,8,3,1,0.207,44.0,Mon,0,34.2,Auto closed
REQ-10452,Phone,Facilities,System issue,Internal,Standard,6.4,0,58,5,0,0,0.479,14.0,Tue,1,60.5,Resolved late
REQ-10453,Email,IT,System issue,Partner,Standard,14.9,2,38,8,1,1,0.117,51.0,Wed,0,21.3,Resolved on time
REQ-10454,Phone,IT,Data report,Internal,Standard,20.0,1,28,6,2,1,0.56,41.0,Fri,0,22.9,Resolved on time
REQ-10455,Chat,IT,System issue,,Low,30.4,0,38,7,3,1,0.164,49.0,Mon,1,57.7,Resolved late
REQ-10456,Portal,Data,Access,Key client,Standard,15.3,0,52,9,1,1,0.367,31.0,Mon,1,53.2,Resolved late
REQ-10457,Phone,Finance,Hardware,Internal,Standard,12.1,1,48,9,1,1,0.242,12.0,Thu,1,70.3,Escalated late
REQ-10458,Email,Facilities,Payroll,Internal,Standard,15.7,2,48,8,2,1,0.51,52.0,Fri,1,50.7,Resolved late
REQ-10459,Chat,Facilities,Access,Partner,Low,6.2,3,39,6,1,1,0.353,24.0,Fri,0,22.4,Resolved on time
REQ-10460,Portal,Finance,Procurement,Internal,Standard,6.6,0,37,7,0,1,0.353,15.0,Wed,0,37.6,Resolved on time
REQ-10461,Chat,IT,Hardware,External supplier,Low,11.9,1,39,9,0,0,0.277,39.0,Mon,0,35.6,Auto closed
REQ-10462,Portal,Data,Payroll,Partner,Standard,1.7,2,52,5,0,1,0.21,79.0,Wed,0,33.4,Auto closed
REQ-10463,Email,HR,Payroll,Key client,Standard,8.7,1,54,7,5,0,0.458,22.0,Wed,0,40.3,Resolved on time
REQ-10464,Email,Finance,System issue,Internal,Urgent,10.3,4,28,7,1,1,0.539,25.0,Wed,1,54.9,Escalated late
REQ-10465,Phone,Facilities,Hardware,Key client,Standard,47.1,3,53,7,2,0,0.442,53.0,Wed,1,56.6,Resolved late
REQ-10466,Portal,Facilities,Policy query,External supplier,Standard,33.0,0,33,5,1,1,0.238,32.0,Wed,0,35.3,Resolved on time
REQ-10467,Email,Data,Payroll,Internal,Low,19.9,1,49,4,1,1,0.641,52.0,Thu,1,62.1,Resolved late
REQ-10468,Phone,IT,Payroll,Internal,Standard,26.2,4,39,9,2,0,0.388,31.0,Mon,1,53.6,Resolved late
REQ-10469,Chat,Finance,Procurement,Internal,Standard,6.6,1,64,9,0,1,0.23,29.0,Mon,1,72.8,Resolved late
REQ-10470,Portal,HR,Payroll,Internal,Standard,16.0,0,36,4,2,1,0.424,23.0,Mon,0,23.6,Resolved on time
REQ-10471,Portal,Finance,Hardware,Partner,Low,24.1,0,45,8,2,0,0.532,42.0,Wed,1,57.2,Resolved late
REQ-10472,Email,IT,Procurement,Internal,Low,6.6,1,50,10,0,1,0.557,23.0,Wed,1,52.0,Resolved late
REQ-10473,Phone,IT,Access,Key client,Low,4.1,1,30,9,0,1,0.042,28.0,Thu,1,95.3,Resolved late
REQ-10474,Email,HR,Payroll,Internal,Urgent,18.5,1,41,7,0,1,0.051,62.0,Wed,0,32.7,Resolved on time
REQ-10475,Chat,HR,Data report,Internal,Standard,4.6,2,38,6,1,1,0.194,96.0,Wed,1,52.8,Resolved late
REQ-10476,Portal,HR,Payroll,Internal,Low,21.2,0,35,8,1,0,0.187,45.0,Fri,1,56.3,Resolved late
REQ-10477,Portal,Finance,System issue,Partner,Urgent,30.0,3,36,8,4,1,0.594,63.0,Thu,1,63.1,Resolved late
REQ-10478,Email,Facilities,Hardware,Key client,Low,6.8,3,58,8,1,1,0.34,30.0,Thu,1,70.2,Resolved late
REQ-10479,Email,HR,Policy query,Internal,Standard,7.2,0,34,7,2,1,0.224,32.0,Tue,0,25.3,Resolved on time
REQ-10480,Phone,HR,System issue,Partner,Standard,29.5,2,50,5,0,0,0.297,40.0,Mon,1,78.3,Escalated late
REQ-10481,Portal,IT,Policy query,Internal,Urgent,15.3,2,46,8,2,0,0.45,25.0,Fri,1,60.3,Resolved late
REQ-10482,Portal,Finance,System issue,Internal,Standard,26.9,2,22,8,0,1,0.268,29.0,Wed,1,65.7,Resolved late
REQ-10483,Chat,HR,Access,Internal,Standard,12.3,2,49,8,0,0,0.443,51.0,Mon,1,55.7,Resolved late
REQ-10484,Chat,IT,Procurement,External supplier,Urgent,13.0,1,22,8,1,1,0.255,37.0,Wed,1,64.0,Resolved late
REQ-10485,Chat,HR,Access,Key client,Low,15.0,1,51,11,0,0,0.35,34.0,Mon,1,55.2,Resolved late
REQ-10486,Email,Finance,System issue,,Urgent,41.1,1,35,6,1,1,0.384,33.0,Fri,1,56.7,Resolved late
REQ-10487,Portal,IT,Data report,Internal,Urgent,25.5,0,42,10,2,1,0.35,20.0,Wed,1,70.8,Escalated late
REQ-10488,Chat,Finance,Hardware,Internal,Urgent,8.5,1,24,6,1,1,0.068,39.0,Thu,1,65.0,Escalated late
REQ-10489,Portal,Finance,Policy query,Key client,Low,16.9,2,44,10,0,0,0.342,25.0,Wed,1,57.5,Resolved late
REQ-10490,Email,Facilities,Access,Internal,Low,11.6,0,55,10,0,0,0.165,14.0,Mon,0,41.9,Resolved on time
REQ-10491,Phone,Facilities,Data report,External supplier,Standard,10.0,2,31,7,3,1,0.175,19.0,Thu,0,34.8,Auto closed
REQ-10492,Portal,Facilities,System issue,Partner,Standard,20.8,3,33,11,0,1,0.223,33.0,Thu,1,48.8,Resolved late
REQ-10493,Portal,HR,Access,Internal,Standard,18.0,5,48,8,0,1,0.25,49.0,Tue,1,59.0,Resolved late
REQ-10494,Chat,Facilities,Data report,Partner,Urgent,6.9,1,49,6,4,1,0.395,55.0,Thu,1,70.4,Resolved late
REQ-10495,Portal,Finance,System issue,External supplier,Standard,15.1,0,8,7,1,1,0.116,16.0,Tue,0,56.4,Resolved on time
REQ-10496,Portal,HR,Access,Internal,Standard,9.8,2,70,10,0,1,0.521,46.0,Thu,1,52.3,Resolved late
REQ-10497,Portal,Facilities,Procurement,Key client,Standard,19.9,3,49,9,2,1,0.307,82.0,Thu,1,69.4,Resolved late
REQ-10498,Portal,HR,Hardware,External supplier,Low,9.4,0,52,5,0,1,0.4,57.0,Mon,1,60.3,Resolved late
REQ-10499,Email,Finance,Data report,Internal,Low,13.0,1,40,7,1,0,0.109,39.0,Tue,0,23.5,Resolved on time
REQ-10500,Phone,Facilities,Access,External supplier,Low,10.2,2,16,8,1,1,0.117,40.0,Mon,1,51.9,Resolved late
REQ-10501,Phone,Data,Policy query,Internal,Standard,3.1,1,51,6,0,1,0.291,38.0,Thu,1,52.5,Resolved late
REQ-10502,Email,Data,Policy query,Key client,Standard,39.8,0,34,12,0,1,0.791,27.0,Tue,1,50.2,Resolved late
REQ-10503,Email,Finance,Hardware,Partner,Standard,15.0,0,50,8,0,1,0.503,58.0,Thu,0,23.1,Auto closed
REQ-10504,Chat,Finance,Payroll,Key client,Standard,40.7,3,39,7,2,1,0.656,21.0,Wed,1,60.7,Resolved late
REQ-10505,Email,Facilities,Data report,Internal,Standard,15.4,2,45,10,0,0,0.328,40.0,Mon,0,20.8,Resolved on time
REQ-10506,Portal,HR,System issue,Key client,Standard,23.4,0,31,7,1,1,0.073,14.0,Fri,0,25.4,Resolved on time
REQ-10507,Portal,Data,Procurement,Internal,Urgent,8.9,1,54,10,0,1,0.183,61.0,Thu,0,28.8,Resolved on time
REQ-10508,Phone,Finance,Access,Internal,Standard,9.1,1,25,4,2,0,0.188,39.0,Tue,1,53.5,Resolved late
REQ-10509,Email,IT,Access,Internal,Standard,14.4,2,73,7,2,1,0.249,15.0,Fri,1,50.6,Resolved late
REQ-10510,Phone,IT,Policy query,Key client,Standard,40.5,2,73,10,0,1,0.398,71.0,Thu,1,60.0,Resolved late
REQ-10511,Portal,Data,Procurement,Internal,Standard,7.1,1,65,11,1,1,0.205,34.0,Fri,0,25.4,Resolved on time
REQ-10512,Portal,IT,System issue,Internal,Urgent,2.3,3,60,6,2,1,0.24,17.0,Mon,1,53.8,Escalated late
REQ-10513,Email,HR,Procurement,External supplier,Standard,29.0,1,41,6,1,1,0.504,85.0,Mon,1,58.6,Resolved late
REQ-10514,Portal,HR,Policy query,Internal,Standard,24.4,2,58,9,1,0,0.474,31.0,Mon,1,66.7,Escalated late
REQ-10515,Portal,IT,Access,Internal,Standard,10.7,1,41,6,0,0,0.367,23.0,Wed,0,26.7,Auto closed
REQ-10516,Email,HR,Access,Internal,Standard,50.7,0,20,7,1,1,0.454,41.0,Thu,1,55.1,Resolved late
REQ-10517,Email,Facilities,Policy query,Internal,Standard,52.0,3,63,9,0,1,0.349,19.0,Fri,1,51.3,Resolved late
REQ-10518,Email,IT,Policy query,Partner,Standard,2.8,2,58,6,1,1,0.569,27.0,Fri,1,70.2,Resolved late
REQ-10519,Portal,Data,Payroll,Internal,Standard,8.7,2,42,4,0,1,0.225,67.0,Wed,1,60.1,Resolved late
REQ-10520,Email,Data,Payroll,Internal,Low,14.3,0,25,5,3,1,0.372,88.0,Thu,0,41.3,Resolved on time
REQ-10521,Chat,HR,Procurement,External supplier,Urgent,19.6,0,34,8,1,1,0.353,32.0,Tue,1,71.7,Resolved late
REQ-10522,Portal,IT,Payroll,Partner,Standard,17.6,0,17,4,2,1,0.314,45.0,Mon,0,26.6,Resolved on time
REQ-10523,Phone,Finance,Hardware,Key client,Urgent,14.9,1,55,7,2,1,0.313,68.0,Mon,1,89.2,Escalated late
REQ-10524,Chat,IT,Policy query,Partner,Low,6.2,1,20,5,1,1,0.494,31.0,Mon,0,40.2,Resolved on time
REQ-10525,Email,HR,Hardware,External supplier,Standard,21.2,0,46,11,2,1,0.219,23.0,Thu,1,61.1,Resolved late
REQ-10526,Portal,Data,System issue,Internal,Standard,22.1,1,30,12,2,1,,49.0,Wed,1,55.2,Resolved late
REQ-10527,Chat,Data,Access,Key client,Standard,27.7,2,22,5,1,0,0.467,17.0,Thu,0,26.2,Auto closed
REQ-10528,Portal,Facilities,Access,Key client,Low,5.4,0,45,8,1,1,0.371,21.0,Mon,1,59.9,Escalated late
REQ-10529,Portal,HR,Data report,Internal,Urgent,12.7,1,37,6,0,1,0.44,15.0,Fri,1,62.1,Resolved late
REQ-10530,Portal,Facilities,Payroll,Internal,Standard,10.3,2,54,7,1,0,0.158,66.0,Thu,1,48.2,Resolved late
REQ-10531,Email,Facilities,Data report,Internal,Standard,5.3,2,24,11,0,1,0.133,37.0,Fri,0,28.2,Resolved on time
REQ-10532,Portal,HR,Access,Key client,Standard,12.5,1,31,7,0,1,0.394,50.0,Thu,0,33.7,Resolved on time
REQ-10533,Chat,Facilities,Policy query,Partner,Low,6.4,4,9,7,2,1,0.17,22.0,Tue,0,36.2,Auto closed
REQ-10534,Chat,IT,System issue,Partner,Standard,4.6,3,11,6,0,1,0.292,44.0,Thu,1,58.5,Resolved late
REQ-10535,Email,IT,System issue,Internal,Low,24.6,3,67,10,1,1,0.482,45.0,Thu,1,63.8,Escalated late
REQ-10536,Phone,Finance,Access,Internal,Standard,10.6,3,71,2,2,0,0.313,85.0,Mon,1,54.2,Resolved late
REQ-10537,Email,IT,Payroll,Internal,Standard,8.4,3,43,7,1,1,0.198,48.0,Mon,1,63.5,Escalated late
REQ-10538,Chat,IT,Payroll,Key client,Standard,32.2,1,30,7,1,1,0.309,55.0,Thu,1,62.0,Resolved late
REQ-10539,Email,Data,Procurement,External supplier,Low,22.5,1,38,6,4,1,0.547,39.0,Mon,1,71.4,Resolved late
REQ-10540,Chat,Data,Hardware,External supplier,Low,2.1,4,54,9,2,0,0.319,7.0,Mon,1,79.4,Resolved late
REQ-10541,Phone,Finance,Access,External supplier,Low,19.6,0,35,10,0,1,0.047,42.0,Mon,0,43.8,Resolved on time
REQ-10542,Email,Data,Payroll,Partner,Low,19.6,2,45,5,0,1,0.26,33.0,Thu,1,57.5,Escalated late
REQ-10543,Email,Data,Hardware,External supplier,Standard,12.1,3,42,12,0,1,,32.0,Fri,1,51.6,Resolved late
REQ-10544,Phone,IT,Payroll,Internal,Low,11.8,0,34,5,2,1,0.443,28.0,Wed,1,53.4,Escalated late
REQ-10545,Email,Finance,Hardware,Internal,Urgent,3.4,0,35,10,1,1,0.366,,Mon,0,50.8,Resolved on time
REQ-10546,Portal,HR,Hardware,Internal,Low,50.3,0,46,8,1,1,0.379,25.0,Wed,1,60.4,Resolved late
REQ-10547,Chat,IT,Data report,Internal,Low,12.5,3,28,6,0,1,0.343,53.0,Wed,0,34.4,Resolved on time
REQ-10548,Portal,Facilities,Payroll,Internal,Urgent,18.9,1,48,7,0,0,0.149,20.0,Wed,1,69.3,Resolved late
REQ-10549,Portal,HR,Payroll,Internal,Standard,13.0,1,35,7,0,1,0.154,79.0,Wed,0,31.8,Resolved on time
REQ-10550,Portal,Finance,Procurement,External supplier,Standard,8.5,1,44,8,1,0,0.274,50.0,Wed,0,46.2,Resolved on time
REQ-10551,Email,IT,System issue,Internal,Urgent,25.8,3,61,6,0,1,0.084,60.0,Tue,1,51.0,Resolved late
REQ-10552,Chat,IT,Payroll,External supplier,Urgent,16.5,3,40,7,0,1,0.348,21.0,Fri,0,36.7,Resolved on time
REQ-10553,Email,Data,Data report,Partner,Standard,12.6,2,55,6,1,0,0.195,27.0,Wed,0,57.1,Resolved on time
REQ-10554,Email,IT,Policy query,Key client,Low,18.8,1,17,5,3,0,0.123,38.0,Tue,0,47.6,Resolved on time
REQ-10555,Email,IT,Procurement,Key client,Standard,13.9,1,35,6,4,1,0.42,36.0,Mon,0,48.7,Resolved on time
REQ-10556,Chat,HR,Policy query,Internal,Urgent,42.5,1,42,5,2,1,0.145,50.0,Thu,1,50.6,Resolved late
REQ-10557,Email,Finance,System issue,Key client,Urgent,25.3,1,69,7,2,0,0.385,36.0,Tue,1,61.8,Resolved late
REQ-10558,Chat,Finance,Access,Internal,Low,20.9,1,15,8,1,0,0.565,81.0,Tue,0,30.7,Resolved on time
REQ-10559,Phone,Finance,Payroll,External supplier,Standard,3.9,0,41,8,0,1,0.17,,Wed,1,53.4,Escalated late
REQ-10560,Phone,IT,System issue,Internal,Standard,21.4,3,62,11,3,1,0.208,19.0,Wed,0,34.0,Resolved on time
REQ-10561,Chat,IT,Policy query,Internal,Low,21.1,0,31,3,0,1,0.158,26.0,Fri,0,23.6,Resolved on time
REQ-10562,Chat,Data,Procurement,Key client,Standard,6.5,0,39,8,2,1,0.45,32.0,Wed,1,63.8,Escalated late
REQ-10563,Chat,Facilities,Access,Key client,Low,3.8,3,47,8,1,1,0.315,62.0,Thu,1,53.0,Resolved late
REQ-10564,Email,Facilities,Data report,Internal,Standard,24.6,2,45,9,2,1,0.199,43.0,Thu,0,35.2,Resolved on time
REQ-10565,Phone,Facilities,Access,Key client,Low,26.6,1,64,9,3,1,0.472,8.0,Fri,1,53.7,Resolved late
REQ-10566,Portal,Facilities,System issue,Internal,Standard,9.1,2,48,7,4,1,0.258,8.0,Mon,1,57.0,Resolved late
REQ-10567,Portal,IT,Procurement,Key client,Low,8.8,2,61,8,1,1,0.155,34.0,Tue,1,56.3,Resolved late
REQ-10568,Chat,HR,System issue,Internal,Standard,16.3,1,37,6,2,1,0.253,29.0,Thu,0,30.5,Auto closed
REQ-10569,Chat,Finance,System issue,Internal,Low,10.6,2,32,9,5,1,0.24,,Mon,0,31.4,Resolved on time
REQ-10570,Phone,HR,Data report,Internal,Urgent,3.7,1,39,4,1,1,0.095,32.0,Wed,0,28.3,Resolved on time
REQ-10571,Portal,Data,Data report,Internal,Low,6.5,1,26,9,0,0,0.073,76.0,Wed,0,24.4,Auto closed
REQ-10572,Portal,Finance,System issue,Internal,Standard,18.4,1,49,7,3,1,0.089,58.0,Fri,0,44.5,Resolved on time
REQ-10573,Portal,Facilities,System issue,Internal,Low,6.8,1,37,7,2,1,0.124,27.0,Fri,0,31.7,Resolved on time
REQ-10574,Portal,Data,System issue,Internal,Low,27.5,0,33,7,1,1,0.345,36.0,Mon,0,34.2,Resolved on time
REQ-10575,Portal,Finance,Access,Internal,Low,20.8,0,49,7,2,1,0.191,31.0,Tue,1,56.3,Resolved late
REQ-10576,Email,Data,Procurement,Key client,Low,19.0,3,26,10,1,1,0.179,10.0,Thu,0,68.2,Resolved on time
REQ-10577,Email,Finance,Hardware,Internal,Low,16.1,1,53,14,1,1,0.147,28.0,Mon,0,32.5,Resolved on time
REQ-10578,Phone,Data,System issue,Key client,Standard,8.2,1,35,10,1,1,0.327,28.0,Wed,0,45.3,Resolved on time
REQ-10579,Portal,HR,Data report,External supplier,Standard,22.8,4,58,6,1,1,0.367,25.0,Fri,1,57.1,Escalated late
REQ-10580,Chat,Finance,Payroll,,Low,8.0,0,37,9,0,1,0.4,27.0,Fri,0,37.2,Resolved on time
REQ-10581,Portal,Finance,Hardware,External supplier,Standard,28.5,0,51,9,0,1,0.449,31.0,Fri,0,30.1,Resolved on time
REQ-10582,Email,IT,Payroll,Internal,Standard,38.3,3,45,6,1,1,0.52,45.0,Mon,1,70.6,Resolved late
REQ-10583,Email,HR,System issue,Internal,Low,16.5,3,52,5,0,1,0.131,26.0,Mon,1,55.6,Escalated late
REQ-10584,Email,Data,Hardware,Key client,Standard,35.1,0,44,7,1,1,,67.0,Mon,1,51.9,Escalated late
REQ-10585,Chat,Facilities,Access,Partner,Low,6.6,0,19,9,3,1,0.176,21.0,Thu,0,34.2,Resolved on time
REQ-10586,Email,IT,System issue,Partner,Low,21.0,2,56,4,0,1,0.356,61.0,Mon,1,71.7,Resolved late
REQ-10587,Portal,HR,System issue,Internal,Standard,14.6,1,41,6,2,1,0.279,42.0,Wed,0,30.4,Resolved on time
REQ-10588,Chat,IT,Hardware,Partner,Urgent,24.9,1,53,9,3,1,0.062,18.0,Fri,1,55.4,Resolved late
REQ-10589,Chat,IT,Hardware,Internal,Urgent,2.2,0,52,8,0,1,0.569,31.0,Wed,0,23.0,Resolved on time
REQ-10590,Email,Data,Policy query,Internal,Urgent,23.9,2,31,10,3,1,0.564,77.0,Fri,0,43.9,Resolved on time
REQ-10591,Email,Finance,System issue,Internal,Standard,8.9,0,29,5,2,1,0.263,21.0,Wed,0,25.2,Resolved on time
REQ-10592,Email,HR,Data report,External supplier,Low,15.2,0,51,12,3,1,0.66,,Tue,1,56.2,Resolved late
REQ-10593,Email,Finance,Hardware,Internal,Standard,49.7,1,38,4,0,1,0.291,46.0,Fri,1,56.1,Resolved late
REQ-10594,Email,IT,Hardware,Partner,Low,21.5,0,55,3,2,1,0.388,42.0,Wed,0,31.1,Resolved on time
REQ-10595,Portal,HR,Access,Key client,Low,19.6,3,40,7,1,1,0.346,45.0,Mon,1,65.1,Resolved late
REQ-10596,Chat,Facilities,System issue,,Low,18.5,2,56,5,1,0,0.456,30.0,Thu,1,87.5,Escalated late
REQ-10597,Portal,Facilities,Access,Key client,Standard,30.5,1,48,7,3,0,0.46,3.0,Thu,1,62.7,Escalated late
REQ-10598,Portal,Data,Access,,Standard,25.4,1,46,7,1,0,0.523,22.0,Fri,1,51.1,Resolved late
REQ-10599,Email,Facilities,System issue,Internal,Low,18.6,1,37,7,3,1,0.247,,Mon,1,58.6,Escalated late
REQ-10600,Phone,Finance,Policy query,Internal,Standard,17.1,3,45,6,0,1,0.243,43.0,Mon,1,62.8,Resolved late
REQ-10601,Portal,Facilities,System issue,Key client,Standard,16.3,2,59,8,4,1,0.764,47.0,Thu,1,74.5,Resolved late
REQ-10602,Chat,Data,Procurement,Internal,Urgent,14.1,3,41,7,1,0,0.546,46.0,Thu,1,72.5,Escalated late
REQ-10603,Chat,Facilities,Procurement,Internal,Low,5.4,2,49,10,2,1,0.742,52.0,Thu,0,30.3,Resolved on time
REQ-10604,Portal,Data,Procurement,Internal,Standard,21.2,0,43,7,1,1,0.065,93.0,Tue,0,32.3,Auto closed
REQ-10605,Email,Facilities,Payroll,Internal,Low,9.6,0,44,6,3,1,0.28,41.0,Thu,1,61.6,Escalated late
REQ-10606,Email,Data,Procurement,,Standard,12.9,1,66,4,1,0,0.239,65.0,Wed,1,60.3,Resolved late
REQ-10607,Portal,IT,Procurement,Internal,Low,26.6,1,59,7,0,0,0.552,48.0,Fri,1,58.6,Escalated late
REQ-10608,Chat,Facilities,Data report,External supplier,Low,14.3,1,43,5,1,1,0.38,98.0,Tue,0,51.9,Auto closed
REQ-10609,Portal,Finance,Policy query,Internal,Standard,13.5,4,45,5,1,1,0.354,38.0,Thu,0,26.3,Resolved on time
REQ-10610,Phone,Finance,Policy query,External supplier,Low,16.5,0,32,9,1,1,0.305,36.0,Mon,0,41.7,Resolved on time
REQ-10611,Portal,Facilities,Access,External supplier,Low,11.7,0,40,4,0,0,0.304,63.0,Thu,1,67.0,Resolved late
REQ-10612,Email,Data,Payroll,Internal,Urgent,49.1,1,46,10,1,0,0.16,63.0,Thu,1,58.3,Resolved late
REQ-10613,Email,Data,Hardware,Key client,Low,44.8,1,54,8,1,1,0.191,32.0,Tue,1,53.9,Escalated late
REQ-10614,Portal,HR,Payroll,Key client,Standard,44.1,4,52,7,0,1,0.322,47.0,Mon,1,59.7,Escalated late
REQ-10615,Phone,Facilities,Hardware,Key client,Standard,18.5,0,26,5,0,0,0.392,52.0,Fri,0,37.6,Resolved on time
REQ-10616,Portal,Facilities,Access,Internal,Low,9.1,2,56,9,0,1,0.234,51.0,Mon,1,47.0,Escalated late
REQ-10617,Email,HR,System issue,,Standard,27.0,1,41,7,1,1,0.649,45.0,Wed,0,23.6,Resolved on time
REQ-10618,Phone,IT,Procurement,Internal,Low,11.7,0,28,6,1,1,0.323,13.0,Mon,1,47.7,Resolved late
REQ-10619,Email,IT,Policy query,Key client,Standard,28.6,1,61,8,2,1,0.083,51.0,Wed,1,62.3,Resolved late
REQ-10620,Chat,Facilities,Access,External supplier,Low,8.8,3,62,4,1,0,0.488,52.0,Fri,1,61.9,Resolved late
REQ-10621,Email,Finance,Access,Key client,Low,19.5,1,46,4,1,1,0.443,46.0,Wed,1,52.1,Resolved late
REQ-10622,Email,Data,Payroll,Key client,Standard,31.3,2,52,5,0,1,0.41,30.0,Tue,1,53.4,Escalated late
REQ-10623,Portal,Finance,Access,External supplier,Urgent,12.2,0,53,8,1,1,0.306,73.0,Tue,1,61.3,Escalated late
REQ-10624,Portal,Data,Hardware,Key client,Standard,12.2,2,62,7,3,0,0.301,22.0,Mon,1,49.8,Resolved late
REQ-10625,Portal,HR,Policy query,Internal,Urgent,4.2,0,52,10,1,0,0.241,64.0,Wed,1,66.4,Resolved late
REQ-10626,Portal,Facilities,Hardware,Partner,Standard,9.0,0,23,6,4,1,0.545,22.0,Mon,1,57.4,Escalated late
REQ-10627,Chat,IT,Hardware,Internal,Standard,18.3,2,70,9,1,1,0.203,60.0,Tue,1,59.1,Escalated late
REQ-10628,Portal,Finance,Data report,Internal,Standard,20.2,2,57,7,1,1,0.351,22.0,Mon,1,59.9,Resolved late
REQ-10629,Portal,Facilities,Procurement,Internal,Urgent,22.3,1,35,6,0,0,0.363,58.0,Tue,1,51.1,Resolved late
REQ-10630,Portal,Data,Data report,External supplier,Standard,2.8,1,28,8,1,1,0.3,81.0,Mon,1,59.9,Resolved late
REQ-10631,Email,Data,Payroll,Internal,Standard,11.8,2,49,7,1,1,0.368,81.0,Fri,1,64.8,Resolved late
REQ-10632,Portal,IT,System issue,Internal,Standard,4.6,3,38,6,2,0,0.558,73.0,Thu,1,54.0,Resolved late
REQ-10633,Email,HR,Access,Internal,Standard,17.7,1,47,8,3,1,0.168,38.0,Fri,1,53.4,Resolved late
REQ-10634,Portal,IT,Payroll,Internal,Low,3.4,0,52,7,2,1,0.201,27.0,Thu,0,58.0,Resolved on time
REQ-10635,Email,IT,Data report,Internal,Standard,5.9,0,34,7,1,1,0.253,7.0,Wed,0,24.8,Auto closed
REQ-10636,Chat,Facilities,System issue,Key client,Standard,25.1,0,26,7,1,1,0.083,35.0,Mon,1,55.9,Resolved late
REQ-10637,Portal,Facilities,Payroll,Partner,Urgent,9.8,3,47,5,1,1,0.328,61.0,Fri,1,76.3,Resolved late
