learner_id,department,region,role_family,employee_band,training_type,enrolment_date,prior_python_score,course_minutes,engagement_score,manager_support_score,support_tickets_last_30d,completion_days,completed_on_time
L10484, OPERATIONS ,,Analyst,B,AI Awareness,2026-01-26,58.9,94.5,82.1,3.0,1,18.0,1
L10506,operations,Leeds,Manager,B,Responsible AI,2026-02-27,,148.9,65.1,3.0,1,20.0,1
L10532,Customer Support,Leeds,Analyst,A,AI Awareness,2026-02-21,12.7,93.8,18.4,2.0,3,12.0,0
L10136, OPERATIONS ,Unknown,Manager,D,ML Foundations,2026-01-09,32.1,86.3,70.2,3.0,3,17.0,0
L10498,Human Resources,Remote,Manager,A,AI Awareness,2026-02-09,63.0,91.0,83.3,3.0,4,7.0,1
L10202,Customer Support,Birmingham,Specialist,A,Python Basics,2026-02-13,40.3,113.3,62.6,1.0,3,16.0,1
L10084,Sales,Birmingham,Manager,B,Responsible AI,2026-02-09,50.5,235.1,70.6,2.0,3,30.0,0
L10521,Finance,Bristol,Associate,B,Data Literacy,2026-03-15,39.2,149.2,32.2,2.0,2,18.0,0
L10113,IT,Manchester,Manager,B,Responsible AI,2026-03-18,77.9,237.5,22.1,4.0,2,21.0,0
L10184,Human Resources,remote ,Associate,B,ML Foundations,2026-03-17,,112.6,61.6,5.0,1,21.0,1
L10043,Information Technology,Birmingham,Coordinator,C,Data Literacy,2026-02-18,58.8,150.5,52.0,1.0,3,23.0,0
L10583,Support,Remote,Technician,B,AI Awareness,2026-02-08,53.2,109.0,80.1,5.0,1,8.0,1
L10505,Customer Support,,Manager,A,ML Foundations,2026-01-27,52.8,58.0,62.2,3.0,3,9.0,0
L10541,Information Technology,Remote,Specialist,B,Data Literacy,2026-01-31,35.4,83.0,51.5,2.0,4,13.0,0
L10061,Sales,remote ,Manager,C,Data Literacy,2026-01-17,86.8,177.4,150.0,3.0,1,21.0,1
L10087,Information Technology,Remote,Technician,C,ML Foundations,2026-03-04,39.9,120.1,79.6,4.0,2,12.0,1
L10544,HR,Birmingham,Coordinator,C,AI Awareness,2026-01-22,40.0,130.8,51.8,2.0,3,11.0,0
L10226,sales,Bristol,Analyst,B,Responsible AI,2026-03-16,35.1,188.2,91.6,5.0,2,14.0,1
L10470,Finance,Remote,Coordinator,C,ML Foundations,2026-02-05,58.1,167.9,100.0,5.0,2,12.0,1
L10291,Support,Cardiff,Analyst,C,Data Literacy,2026-01-13,67.5,147.8,100.0,1.0,2,9.0,1
L10579,IT,Birmingham,Associate,A,Responsible AI,2026-03-27,72.0,84.7,150.0,3.0,2,7.0,0
L10111,Support,London,Manager,D,Responsible AI,2026-03-29,75.0,104.7,85.2,3.0,3,11.0,1
L10033,Operations,Remote,Associate,B,AI Awareness,2026-03-27,28.0,175.7,92.1,2.0,0,10.0,1
L10173,IT,Edinburgh,Coordinator,D,AI Awareness,2026-01-05,28.3,150.9,88.3,3.0,0,19.0,1
L10000,Customer Support,Birmingham,Specialist,A,ML Foundations,2026-02-05,,123.3,64.2,5.0,3,13.0,1
L10135,Support,Unknown,Specialist,A,Data Literacy,2026-01-07,30.1,109.4,,1.0,2,21.0,0
L10465,sales,Cardiff,Manager,C,AI Awareness,2026-02-04,53.4,230.4,72.1,2.0,2,21.0,1
L10358,Finance,London,Technician,A,Data Literacy,2026-03-04,45.4,125.7,41.3,5.0,1,15.0,0
L10194,Finance,Remote,Associate,B,ML Foundations,2026-03-18,81.3,82.7,87.6,5.0,0,9.0,1
L10225,Support,Bristol,Technician,A,Data Literacy,2026-03-04,64.2,105.4,49.5,2.0,3,30.0,0
L10326,Information Technology,Birmingham,Manager,B,Responsible AI,2026-02-06,56.4,180.1,85.4,1.0,3,3.0,1
L10513,finance,Leeds,Analyst,C,Python Basics,2026-01-07,60.5,167.7,56.0,2.0,3,21.0,0
L10190,Operations,Unknown,Analyst,B,Data Literacy,2026-01-15,,150.4,,2.0,3,24.0,1
L10529,Support,Manchester,Analyst,D,Data Literacy,2026-03-25,61.9,54.5,83.0,1.0,2,24.0,1
L10243,Information Technology,Bristol,Associate,B,Data Literacy,2026-03-20,43.0,188.7,50.8,5.0,3,11.0,1
L10266,operations,Remote,Manager,A,Responsible AI,2026-02-15,31.0,186.3,67.6,5.0,3,25.0,1
L10537, OPERATIONS ,Manchester,Analyst,A,Python Basics,2026-02-11,49.3,126.0,59.3,4.0,1,17.0,1
L10048,Information Technology,Bristol,Technician,B,ML Foundations,2026-02-05,55.5,88.7,68.1,2.0,1,5.0,0
L10204,IT,London,Associate,B,AI Awareness,2026-01-13,63.3,148.4,100.0,3.0,3,11.0,1
L10102,Customer Support,London,Specialist,A,Python Basics,2026-01-26,47.0,144.3,63.2,5.0,7,4.0,1
L10066,Customer Support,Cardiff,Analyst,C,AI Awareness,2026-04-01,55.2,125.2,66.7,4.0,0,11.0,0
L10022,Information Technology,Leeds,Manager,D,Data Literacy,2026-02-14,68.5,154.9,56.8,3.0,2,12.0,0
L10597,Customer Support,REMOTE,Associate,B,Python Basics,2026-01-23,59.7,129.2,60.0,1.0,1,13.0,1
L10463,operations,Birmingham,Manager,B,ML Foundations,2026-03-30,77.3,113.1,80.7,5.0,2,21.0,1
L10510,finance,Unknown,Manager,A,Data Literacy,2026-03-22,62.0,172.0,58.0,5.0,5,15.0,1
L10332,Operations,London,Analyst,B,Python Basics,2026-04-03,67.2,122.8,61.5,3.0,3,16.0,1
L10350,HR,Remote,Manager,A,AI Awareness,2026-01-09,49.6,240.8,52.8,2.0,1,22.0,1
L10253,operations,London,Specialist,B,ML Foundations,2026-01-14,72.0,115.6,,4.0,5,13.0,1
L10467,,Bristol,Associate,C,Data Literacy,2026-02-16,32.4,176.7,70.7,4.0,6,17.0,1
L10469,Operations,Cardiff,Coordinator,A,Data Literacy,2026-01-29,100.0,144.8,77.4,4.0,2,22.0,1
L10161,Information Technology,Remote,Manager,A,AI Awareness,2026-03-30,64.3,153.6,29.9,1.0,2,18.0,0
L10374,Sales,Remote,Manager,A,Data Literacy,2026-02-05,65.9,80.1,72.4,5.0,0,14.0,1
L10064,,Remote,Associate,A,AI Awareness,2026-02-13,73.0,126.3,77.0,5.0,2,12.0,1
L10420,HR,Cardiff,Manager,C,ML Foundations,2026-02-24,25.2,157.3,53.9,5.0,2,17.0,1
L10203,Customer Support,Unknown,Specialist,C,ML Foundations,2026-01-17,62.9,249.8,52.6,3.0,3,11.0,1
L10526,sales,Manchester,Coordinator,B,Data Literacy,2026-02-12,66.3,125.2,48.1,3.0,4,20.0,1
L10167,Sales,Manchester,Specialist,B,AI Awareness,2026-01-28,40.1,168.2,82.1,4.0,2,13.0,1
L10567,Information Technology,Birmingham,Specialist,A,AI Awareness,2026-02-19,40.1,48.1,45.5,5.0,4,20.0,0
L10224,Human Resources,Birmingham,Technician,C,Responsible AI,2026-03-31,72.8,89.8,100.0,3.0,0,13.0,1
L10209,Finance,London,Associate,A,AI Awareness,2026-04-01,19.1,125.5,61.9,1.0,0,14.0,0
L10573,Operations,Edinburgh,Manager,B,Responsible AI,2026-01-06,77.6,149.3,90.3,2.0,2,12.0,1
L10497,Customer Support,Birmingham,Specialist,A,ML Foundations,2026-03-28,66.7,120.2,64.6,5.0,3,9.0,0
L10306,Customer Support,Edinburgh,Technician,C,ML Foundations,28/02/2026,57.3,114.9,71.7,3.0,4,22.0,1
L10169, OPERATIONS ,Remote,Coordinator,A,AI Awareness,2026-01-17,56.6,72.5,36.6,5.0,5,18.0,0
L10366,operations,Leeds,Technician,C,Responsible AI,2026-03-24,49.7,94.2,53.5,4.0,2,24.0,0
L10354,IT,remote ,Specialist,B,Data Literacy,2026-01-23,54.8,118.1,53.8,5.0,1,14.0,0
L10584,Sales,London,Technician,A,AI Awareness,2026-04-02,51.3,44.9,73.5,5.0,1,17.0,1
L10413,finance,London,Technician,B,Python Basics,2026-03-30,58.6,55.7,44.9,3.0,2,6.0,0
L10230,sales,London,Technician,A,Data Literacy,2026-01-07,66.5,117.7,,5.0,1,9.0,0
L10046,Sales,Birmingham,Specialist,C,AI Awareness,2026-03-03,64.2,122.7,53.0,2.0,2,17.0,1
L10500,Customer Support,Cardiff,Specialist,B,Data Literacy,2026-01-05,75.2,82.6,55.4,3.0,2,12.0,0
L10240,Human Resources,London,Coordinator,B,Python Basics,2026-03-15,60.3,82.8,,2.0,0,8.0,1
L10399,Finance,Birmingham,Technician,C,AI Awareness,2026-01-26,54.9,117.4,24.0,2.0,3,10.0,0
L10247,sales,Bristol,Analyst,A,Data Literacy,2026-01-18,67.9,113.0,89.9,4.0,1,27.0,1
L10455,Operations,Cardiff,Technician,C,Data Literacy,2026-01-24,39.4,-30.0,66.6,4.0,6,8.0,0
L10205,HR,London,Coordinator,A,ML Foundations,2026-02-22,54.7,178.4,94.5,5.0,2,21.0,1
L10371,sales,Unknown,Coordinator,B,Python Basics,2026-03-20,72.8,247.4,100.0,2.0,4,10.0,1
L10108, OPERATIONS ,Leeds,Technician,C,AI Awareness,2026-03-06,37.3,132.9,44.2,1.0,3,20.0,0
L10219,Customer Support,Manchester,Coordinator,B,Data Literacy,2026-01-31,27.2,177.5,64.5,4.0,1,13.0,1
L10290,operations,,Specialist,A,Data Literacy,2026-01-29,69.1,139.3,70.8,4.0,4 tickets,24.0,1
L10001,IT,London,Specialist,D,Data Literacy,2026-03-31,,183.9,57.1,2.0,2,29.0,0
L10328,Sales,London,Technician,D,Python Basics,2026-01-16,85.8,113.6,53.7,4.0,3,12.0,1
L10507,Support,Leeds,Coordinator,B,Responsible AI,2026-01-20,58.4,184.5,58.1,2.0,1,17.0,0
L10576,IT,Edinburgh,Technician,C,Python Basics,2026-02-05,57.0,79.7,94.4,4.0,0,11.0,1
L10552,sales,Unknown,Specialist,C,ML Foundations,2026-01-20,66.1,45.0,33.2,3.0,6,14.0,0
L10403,Human Resources,London,Associate,A,Data Literacy,2026-03-31,40.9,150.0,52.9,2.0,1,31.0,0
L10536, OPERATIONS ,Edinburgh,Technician,D,Data Literacy,2026-01-20,71.0,126.8,63.4,1.0,0,14.0,0
L10261,finance,Leeds,Technician,B,AI Awareness,2026-01-27,,181.7,53.2,4.0,3,8.0,0
L10388,Information Technology,Manchester,Associate,D,AI Awareness,2026-03-23,79.3,81.8,62.3,4.0,1,22.0,1
L10144,Sales,Manchester,Coordinator,C,ML Foundations,2026-01-06,42.4,154.1,76.4,4.0,2,16.0,1
L10440,Customer Support,remote ,Coordinator,C,ML Foundations,2026-01-10,56.6,201.2,41.4,3.0,5,6.0,0
L10186,Operations,London,Specialist,A,AI Awareness,2026-02-04,66.3,238.8,36.4,1.0,0,12.0,0
L10052,HR,Manchester,Manager,A,Data Literacy,2026-03-13,59.6,90.6,48.4,4.0,4,,1
L10355, OPERATIONS ,REMOTE,Specialist,A,Data Literacy,2026-03-08,19.1,177.8,34.5,1.0,2,23.0,0
L10245,Customer Support,London,Analyst,A,ML Foundations,2026-02-12,55.3,89.6,,1.0,1,11.0,0
L10058,Operations,Cardiff,Associate,D,AI Awareness,2026-01-10,71.5,126.3,81.2,3.0,3,6.0,1
L10434,Operations,Cardiff,Specialist,B,AI Awareness,2026-03-27,93.0,104.3,,4.0,2,15.0,1
L10575,sales,Leeds,Specialist,B,Python Basics,2026-02-03,48.6,87.0,66.4,3.0,6,7.0,1
L10182,IT,Birmingham,Coordinator,A,Responsible AI,2026-03-28,74.6,114.0,49.1,2.0,3,23.0,0
L10492,Finance,Edinburgh,Specialist,B,AI Awareness,2026-01-08,42.9,120.9,64.6,3.0,1,7.0,0
L10348,finance,remote ,Analyst,B,ML Foundations,2026-01-07,29.4,115.2,67.9,3.0,1,17.0,0
L10058,Operations,Cardiff,Associate,D,AI Awareness,2026-01-10,71.5,126.3,81.2,3.0,3,6.0,1
L10443,operations,Edinburgh,Specialist,B,ML Foundations,2026-03-02,37.2,114.0,75.5,4.0,1,12.0,1
L10360,Sales,Unknown,Manager,C,ML Foundations,2026-03-30,50.7,67.5,68.0,4.0,3,9.0,1
L10049,operations,remote ,Associate,A,ML Foundations,2026-03-07,79.9,116.9,75.0,5.0,4,13.0,1
L10312,Operations,Bristol,Associate,B,ML Foundations,2026-03-01,33.1,101.0,50.4,,4,10.0,0
L10137,Information Technology,Manchester,Associate,D,AI Awareness,2026-01-11,57.4,77.8,73.0,5.0,0,22.0,1
L10486,operations,Edinburgh,Coordinator,A,ML Foundations,2026-01-22,40.8,151.9,42.6,3.0,0,1.0,0
L10275,HR,Remote,Manager,C,Python Basics,2026-03-03,50.6,124.2,72.0,2.0,2,12.0,1
L10395,Sales,Manchester,Specialist,C,Data Literacy,2026-02-25,70.1,165.5,50.5,1.0,0,19.0,0
L10129,IT,London,Manager,B,Data Literacy,2026-03-18,,110.3,95.5,4.0,0,10.0,1
L10214,sales,London,Manager,C,Responsible AI,2026-03-27,100.0,108.0,37.3,3.0,4,,0
L10274,Operations,London,Manager,C,AI Awareness,2026-01-10,26.6,88.2,68.8,5.0,3,30.0,1
L10012,Information Technology,,Coordinator,D,AI Awareness,2026-02-22,48.9,77.7,81.8,3.0,0,15.0,1
L10234,IT,Unknown,Specialist,B,Python Basics,2026-01-20,60.7,80.7,72.4,1.0,3,2.0,0
L10477,Operations,London,Coordinator,A,Responsible AI,2026-04-03,64.7,172.3,26.4,2.0,1,19.0,0
L10472,Customer Support,Leeds,Specialist,B,Responsible AI,2026-01-25,,114.7,77.8,4.0,2,5.0,1
L10187,finance,Edinburgh,Manager,A,ML Foundations,2026-02-21,45.3,253.8,71.5,5.0,1,25.0,1
L10238,Operations,REMOTE,Analyst,A,ML Foundations,2026-03-06,61.3,152.8,68.3,3.0,2,17.0,1
L10417,Operations,Bristol,Associate,B,Responsible AI,2026-02-18,69.0,98.7,94.2,2.0,1,14.0,1
L10347,Sales,London,Coordinator,B,Responsible AI,2026-02-03,41.0,131.6,67.8,4.0,3,25.0,1
L10241,sales,Birmingham,Technician,B,AI Awareness,2026-02-23,56.4,68.2,62.7,4.0,1,10.0,0
L10296,sales,Manchester,Coordinator,B,Responsible AI,2026-03-30,17.0,168.1,60.0,4.0,7,10.0,0
L10571,Customer Support,Birmingham,Associate,D,Python Basics,2026-02-10,86.3,90.1,60.4,5.0,1,20.0,1
L10436, OPERATIONS ,London,Manager,B,Python Basics,2026-02-10,37.3,176.1,100.0,1.0,4,14.0,1
L10534,Human Resources,Birmingham,Manager,A,ML Foundations,2026-03-05,63.7,64.0,100.0,3.0,1,16.0,1
L10577,IT,Birmingham,Technician,B,Responsible AI,2026-02-20,,53.0,66.0,3.0,0,15.0,1
L10125,HR,Edinburgh,Specialist,A,Data Literacy,2026-03-13,73.8,126.6,77.8,1.0,4,,1
L10056,Sales,Birmingham,Coordinator,B,AI Awareness,2026-02-03,26.4,177.0,85.9,3.0,2,20.0,1
L10501,IT,Edinburgh,Specialist,D,ML Foundations,2026-03-21,26.8,122.8,33.9,2.0,3,6.0,0
L10348,finance,remote ,Analyst,B,ML Foundations,2026-01-07,29.4,115.2,67.9,3.0,1,17.0,0
L10382,sales,Manchester,Coordinator,B,ML Foundations,2026-03-19,65.3,122.1,40.7,4.0,0,10.0,0
