customer_id,signup_date,last_login_date,region,sector,plan_type,contract_type,acquisition_channel,monthly_fee_gbp,tenure_months,usage_minutes_30d,active_days_30d,support_tickets_90d,invoices_late_6m,satisfaction_score,renewal_month,account_notes,cancellation_reason,account_closed_date,retention_offer_after_churn,churned,signup_month,signup_quarter,days_since_last_login,tenure_band,usage_per_active_day,fee_per_usage_minute,ticket_rate_per_tenure,low_usage_high_tickets_flag,monthly_contract_low_satisfaction_flag,account_note_length,mentions_price_issue,mentions_support_issue,late_payment_rate,days_to_renewal,satisfaction_x_support_load
CUST-1362,2020-05-04,2024-12-21,London,Technology,Standard,Annual,Self-serve,112.95,55,447.2,12,3,0,10.0,1,Manager requested renewal details and training resources.,,,,0,5,2,10,long_term,37.266666666666666,0.2525715563506261,0.05454545454545454,0,0,57,0,0,0.0,1,0.0
CUST-1363,2021-12-18,2024-12-23,London,Technology,Basic,Monthly,Renewal upgrade,57.46,36,154.0,4,0,0,8.6,5,,competitor,2025-01-19,discount,1,12,4,8,established,38.5,0.3731168831168831,0.0,0,0,0,0,0,0.0,121,0.0
CUST-1364,2023-05-05,2024-11-29,London,Public Sector,Premium,Annual,Sales-led,167.47,19,480.7,21,1,1,8.0,7,Support issue around onboarding and admin setup.,,,,0,5,2,32,established,22.89047619047619,0.3483877678385688,0.05263157894736842,0,0,48,0,1,0.05263157894736842,182,2.0
CUST-1365,2021-02-12,2024-12-18,Wales,Technology,Premium,Annual,Sales-led,195.89,46,145.3,6,3,0,7.5,12,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,2,1,13,long_term,24.21666666666667,1.3481761871988986,0.06521739130434782,0,0,72,1,0,0.0,335,7.5
CUST-1366,2023-09-24,2024-12-27,North West,Public Sector,Premium,Monthly,Self-serve,193.75,15,281.9,6,3,0,9.0,3,Invoice query raised; finance contact requested clarification.,,,,0,9,3,4,growing,46.98333333333333,0.6873004611564385,0.2,0,0,62,1,0,0.0,60,3.0
CUST-1367,2021-09-02,2024-12-26,Midlands,Public Sector,Basic,Annual,Self-serve,56.2,39,164.1,8,3,0,9.2,5,Multiple support contacts; wants faster response time.,business_closed,2025-03-10,discount,1,9,3,5,long_term,20.5125,0.3424741011578306,0.07692307692307693,0,0,54,0,1,0.0,121,2.400000000000002
CUST-1368,2020-11-26,2024-12-28,Wales,Public Sector,Standard,Annual,Partner,101.45,49,321.9,13,1,0,8.3,6,Customer happy with product but needs integration advice.,,,,0,11,4,3,long_term,24.76153846153846,0.3151599875737807,0.02040816326530612,0,0,57,0,0,0.0,152,1.6999999999999993
CUST-1369,2021-06-04,2024-12-13,South East,Education,Standard,Annual,Renewal upgrade,101.71,42,64.9,10,1,0,5.0,1,Customer happy with product but needs integration advice.,,,,0,6,2,18,long_term,6.49,1.5671802773497687,0.023809523809523808,0,0,57,0,0,0.0,1,5.0
CUST-1370,2022-02-05,2024-12-18,South West,Healthcare,Basic,Annual,Self-serve,48.06,34,234.3,8,2,0,5.4,8,Support issue around onboarding and admin setup.,business_closed,2025-02-21,none,1,2,1,13,established,29.2875,0.2051216389244558,0.058823529411764705,0,0,48,0,1,0.0,213,9.2
CUST-1371,2022-10-01,2024-12-28,Midlands,Retail,Basic,Annual,Renewal upgrade,56.69,27,115.7,9,1,0,7.2,8,Support issue around onboarding and admin setup.,,,,0,10,4,3,established,12.855555555555556,0.48997407087294725,0.037037037037037035,0,0,48,0,1,0.0,213,2.8
CUST-1372,2023-09-16,2024-12-26,South East,Manufacturing,Standard,Annual,Self-serve,99.37,15,224.4,4,1,0,4.6,8,Multiple support contacts; wants faster response time.,competitor,2025-02-25,none,1,9,3,5,growing,56.1,0.442825311942959,0.06666666666666667,0,0,54,0,1,0.0,213,5.4
CUST-1373,2020-10-11,2024-12-29,South East,Retail,Premium,Annual,Sales-led,168.82,50,630.6,21,2,0,10.0,9,Invoice query raised; finance contact requested clarification.,,,,0,10,4,2,long_term,30.02857142857143,0.26771328893117663,0.04,0,0,62,1,0,0.0,244,0.0
CUST-1374,2023-11-02,2024-12-25,South East,Retail,Basic,Monthly,Self-serve,36.42,13,186.9,10,1,2,8.2,5,Manager requested renewal details and training resources.,,,,0,11,4,6,growing,18.69,0.19486356340288924,0.07692307692307693,0,0,57,0,0,0.15384615384615385,121,1.8000000000000007
CUST-1375,2022-02-09,2024-12-29,London,Education,Premium,Annual,Sales-led,169.98,34,310.3,17,3,0,7.0,7,Support issue around onboarding and admin setup.,,,,0,2,1,2,established,18.25294117647059,0.5477924589107315,0.08823529411764706,0,0,48,0,1,0.0,182,9.0
CUST-1376,2020-07-05,2024-12-16,London,Healthcare,Standard,Annual,Partner,101.67,53,258.9,7,2,0,6.4,8,Healthy adoption in team; users asked for reporting improvements.,,,,0,7,3,15,long_term,36.98571428571428,0.3926998841251449,0.03773584905660377,0,0,65,0,0,0.0,213,7.199999999999999
CUST-1377,2023-09-14,2024-12-17,South West,Retail,Premium,Annual,Sales-led,178.68,15,432.0,17,1,0,10.0,3,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,9,3,14,growing,25.41176470588235,0.41361111111111115,0.06666666666666667,0,0,72,1,0,0.0,60,0.0
CUST-1378,2021-05-24,2024-12-18,North West,Public Sector,Standard,Monthly,Sales-led,101.58,43,282.7,6,3,1,5.9,5,Manager requested renewal details and training resources.,,,,0,5,2,13,long_term,47.11666666666667,0.35932083480721616,0.06976744186046512,0,1,57,0,0,0.023255813953488372,121,12.299999999999999
CUST-1379,2022-06-25,2024-12-20,North West,Technology,Standard,Monthly,Self-serve,105.01,30,224.9,8,1,1,6.3,10,Low usage noted in recent month; customer did not attend webinar.,,,,0,6,2,11,established,28.1125,0.46691863050244553,0.03333333333333333,0,0,65,0,0,0.03333333333333333,274,3.7
CUST-1380,2022-10-16,2024-12-30,Midlands,Professional Services,Standard,Monthly,Sales-led,91.47,26,211.0,12,2,1,,9,Customer happy with product but needs integration advice.,price,2025-01-26,success_call,1,10,4,1,established,17.583333333333332,0.4335071090047393,0.07692307692307693,0,0,57,0,0,0.038461538461538464,244,10.0
CUST-1381,2020-01-20,2024-12-31,Scotland,Professional Services,Enterprise,Monthly,Sales-led,366.59,59,275.4,9,5,0,7.5,11,Invoice query raised; finance contact requested clarification.,,,,0,1,1,0,long_term,30.599999999999998,1.331118373275236,0.0847457627118644,0,0,62,1,0,0.0,305,12.5
CUST-1382,2020-11-19,2024-12-07,South West,Retail,Standard,Monthly,Partner,95.79,49,183.7,6,2,1,8.3,7,Support issue around onboarding and admin setup.,,,,0,11,4,24,long_term,30.616666666666664,0.5214480130647796,0.04081632653061224,0,0,48,0,1,0.02040816326530612,182,3.3999999999999986
CUST-1383,2022-09-29,2024-12-12,Midlands,Public Sector,Standard,Monthly,Sales-led,93.8,27,95.7,0,3,0,8.9,4,Healthy adoption in team; users asked for reporting improvements.,price,2025-03-18,success_call,1,9,3,19,established,,0.980146290491118,0.1111111111111111,1,0,65,0,0,0.0,91,3.299999999999999
CUST-1384,2021-04-19,2024-12-23,North West,Public Sector,Standard,Monthly,Self-serve,104.79,44,246.6,7,5,0,8.8,2,Invoice query raised; finance contact requested clarification.,,,,0,4,2,8,long_term,35.22857142857143,0.42493917274939175,0.11363636363636363,0,0,62,1,0,0.0,32,5.9999999999999964
CUST-1385,2020-01-14,2024-12-26,South East,Professional Services,Premium,Annual,Sales-led,156.96,59,187.0,15,1,0,8.0,3,Invoice query raised; finance contact requested clarification.,,,,0,1,1,5,long_term,12.466666666666667,0.8393582887700535,0.01694915254237288,0,0,62,1,0,0.0,60,2.0
CUST-1386,2020-02-04,2024-12-25,South West,Public Sector,Basic,Monthly,Sales-led,39.51,58,129.2,5,1,1,8.9,4,Low usage noted in recent month; customer did not attend webinar.,,,,0,2,1,6,long_term,25.839999999999996,0.3058049535603715,0.017241379310344827,0,0,65,0,0,0.017241379310344827,91,1.0999999999999996
CUST-1387,2023-04-21,2024-12-17,Midlands,Professional Services,Standard,Annual,Sales-led,110.77,20,338.4,10,2,0,7.3,7,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,4,2,14,established,33.839999999999996,0.32733451536643027,0.1,0,0,72,1,0,0.0,182,5.4
CUST-1388,2020-08-12,2024-12-20,South West,Healthcare,Standard,Monthly,Partner,78.15,52,185.9,6,1,0,5.3,6,Manager requested renewal details and training resources.,,,,0,8,3,11,long_term,30.983333333333334,0.4203873050026896,0.019230769230769232,0,1,57,0,0,0.0,152,4.7
CUST-1389,2020-05-26,2024-12-26,London,Technology,Enterprise,Monthly,Renewal upgrade,362.41,55,241.0,3,3,0,6.7,11,Low usage noted in recent month; customer did not attend webinar.,,,,0,5,2,5,long_term,80.33333333333333,1.5037759336099585,0.05454545454545454,0,0,65,0,0,0.0,305,9.899999999999999
CUST-1390,2022-04-01,2024-12-28,Northern Ireland,Retail,Standard,Monthly,Sales-led,117.13,33,205.7,4,2,0,6.6,7,,,,,0,4,2,3,established,51.425,0.5694214876033058,0.06060606060606061,0,0,0,0,0,0.0,182,6.800000000000001
CUST-1391,2020-06-22,2024-12-30,Wales,Professional Services,Standard,Annual,Renewal upgrade,94.57,54,186.4,13,4,0,6.3,7,Low usage noted in recent month; customer did not attend webinar.,,,,0,6,2,1,long_term,14.338461538461539,0.5073497854077252,0.07407407407407407,0,0,65,0,0,0.0,182,14.8
CUST-1392,2022-08-11,2024-12-19,London,Healthcare,Enterprise,Monthly,Self-serve,352.5,28,632.5,25,4,0,7.6,2,Manager requested renewal details and training resources.,,,,0,8,3,12,established,25.3,0.5573122529644269,0.14285714285714285,0,0,57,0,0,0.0,32,9.600000000000001
CUST-1393,2022-03-05,2024-12-31,Scotland,Manufacturing,Standard,Annual,Self-serve,112.43,33,505.5,28,2,0,8.3,8,Manager requested renewal details and training resources.,,,,0,3,1,0,established,18.053571428571427,0.22241345202769536,0.06060606060606061,0,0,57,0,0,0.0,213,3.3999999999999986
CUST-1394,2022-08-05,2024-12-30,Wales,Technology,Basic,Annual,Partner,43.4,28,374.2,15,1,0,9.7,11,Manager requested renewal details and training resources.,,,,0,8,3,1,established,24.946666666666665,0.11598075895243186,0.03571428571428571,0,0,57,0,0,0.0,305,0.3000000000000007
CUST-1395,2021-12-18,2024-12-19,London,Technology,Basic,Monthly,Partner,59.41,36,168.0,7,3,0,10.0,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,12,4,12,established,24.0,0.3536309523809524,0.08333333333333333,0,0,72,1,0,0.0,1,0.0
CUST-1396,2023-02-10,2024-12-25,North West,Professional Services,Basic,Annual,Partner,40.95,22,117.8,7,3,0,4.6,12,Customer mentioned price sensitivity and asked about lower plan options.,support,2025-01-25,success_call,1,2,1,6,established,16.82857142857143,0.3476230899830221,0.13636363636363635,1,0,72,1,0,0.0,335,16.200000000000003
CUST-1397,2022-07-30,2024-12-30,Midlands,Professional Services,Basic,Monthly,Self-serve,43.27,29,222.1,0,1,1,5.9,5,Invoice query raised; finance contact requested clarification.,,,,0,7,3,1,established,,0.19482215218370105,0.034482758620689655,0,1,62,1,0,0.034482758620689655,121,4.1
CUST-1398,2021-08-29,2024-12-30,South East,Public Sector,Standard,Monthly,Self-serve,89.41,40,161.6,7,4,1,5.6,11,,competitor,2025-01-28,success_call,1,8,3,1,long_term,23.085714285714285,0.553279702970297,0.1,0,1,0,0,0,0.025,305,17.6
CUST-1399,2020-01-23,2024-12-03,North West,Retail,Premium,Monthly,Sales-led,183.11,59,355.4,14,2,2,8.9,7,Invoice query raised; finance contact requested clarification.,,,,0,1,1,28,long_term,25.385714285714283,0.515222284749578,0.03389830508474576,0,0,62,1,0,0.03389830508474576,182,2.1999999999999993
CUST-1400,2021-02-03,2024-12-30,North West,Technology,Premium,Monthly,Sales-led,192.9,46,152.1,12,0,0,7.8,6,Manager requested renewal details and training resources.,,,,0,2,1,1,long_term,12.674999999999999,1.2682445759368837,0.0,0,0,57,0,0,0.0,152,0.0
CUST-1401,2020-07-10,2024-12-30,South East,Manufacturing,Basic,Annual,Self-serve,46.79,53,201.6,12,2,0,6.7,12,Multiple support contacts; wants faster response time.,,,,0,7,3,1,long_term,16.8,0.23209325396825398,0.03773584905660377,0,0,54,0,1,0.0,335,6.6
CUST-1402,2020-01-23,2024-12-29,South West,Professional Services,Standard,Annual,Sales-led,83.75,59,382.8,11,5,0,8.9,3,Healthy adoption in team; users asked for reporting improvements.,,,,0,1,1,2,long_term,34.800000000000004,0.2187826541274817,0.0847457627118644,0,0,65,0,0,0.0,60,5.499999999999998
CUST-1403,2021-02-02,2024-12-21,Midlands,Public Sector,Basic,Annual,Sales-led,36.01,46,144.5,11,4,0,8.5,2,Healthy adoption in team; users asked for reporting improvements.,,,,0,2,1,10,long_term,13.136363636363637,0.24920415224913495,0.08695652173913043,0,0,65,0,0,0.0,32,6.0
CUST-1404,2020-10-28,2024-12-22,London,Professional Services,Enterprise,Monthly,Sales-led,353.74,50,224.2,8,2,1,7.5,7,Low usage noted in recent month; customer did not attend webinar.,,,,0,10,4,9,long_term,28.025,1.5777876895628904,0.04,0,0,65,0,0,0.02,182,5.0
CUST-1405,2020-04-22,2024-12-29,South West,Healthcare,Basic,Annual,Sales-led,71.13,56,70.9,0,2,1,5.7,3,Invoice query raised; finance contact requested clarification.,,,,0,4,2,2,long_term,,1.0032440056417489,0.03571428571428571,0,0,62,1,0,0.017857142857142856,60,8.6
CUST-1406,2021-04-01,2024-12-29,Northern Ireland,Education,Standard,Monthly,Self-serve,103.72,45,134.5,6,2,0,7.9,8,,,,,0,4,2,2,long_term,22.416666666666668,0.7711524163568774,0.044444444444444446,0,0,0,0,0,0.0,213,4.199999999999999
CUST-1407,2022-01-09,2024-12-27,South East,Education,Standard,Monthly,Self-serve,94.36,35,221.8,8,3,0,7.3,12,Low usage noted in recent month; customer did not attend webinar.,low_usage,2025-03-19,success_call,1,1,1,4,established,27.725,0.42542831379621276,0.08571428571428572,0,0,65,0,0,0.0,335,8.100000000000001
CUST-1408,2020-09-17,2024-12-19,Northern Ireland,Manufacturing,Standard,Monthly,Self-serve,108.19,51,238.8,16,3,0,7.3,4,Healthy adoption in team; users asked for reporting improvements.,,,,0,9,3,12,long_term,14.925,0.45305695142378555,0.058823529411764705,0,0,65,0,0,0.0,91,8.100000000000001
CUST-1409,2021-02-02,2024-12-24,London,Manufacturing,Standard,Annual,Sales-led,96.13,46,296.7,13,0,1,7.6,5,Customer happy with product but needs integration advice.,,,,0,2,1,7,long_term,22.823076923076922,0.3239973036737445,0.0,0,0,57,0,0,0.021739130434782608,121,0.0
CUST-1410,2020-01-30,2024-12-22,South West,Technology,Premium,Annual,Self-serve,174.46,59,84.9,4,4,1,7.9,5,Low usage noted in recent month; customer did not attend webinar.,,,,0,1,1,9,long_term,21.225,2.0548881036513547,0.06779661016949153,1,0,65,0,0,0.01694915254237288,121,8.399999999999999
CUST-1411,2020-03-14,2024-12-26,Wales,Technology,Basic,Monthly,Self-serve,37.5,57,121.5,8,3,0,7.6,1,Customer happy with product but needs integration advice.,,,,0,3,1,5,long_term,15.1875,0.30864197530864196,0.05263157894736842,0,0,57,0,0,0.0,1,7.200000000000001
CUST-1412,2020-08-17,2024-12-25,Wales,Education,Enterprise,Annual,Partner,365.9,52,136.5,10,2,0,9.1,6,Support issue around onboarding and admin setup.,,,,0,8,3,6,long_term,13.65,2.6805860805860804,0.038461538461538464,0,0,48,0,1,0.0,152,1.8000000000000007
CUST-1413,2021-10-23,2024-12-31,London,Professional Services,Standard,Annual,Self-serve,68.53,38,250.3,13,3,0,9.8,7,Support issue around onboarding and admin setup.,,,,0,10,4,0,long_term,19.253846153846155,0.2737914502596884,0.07894736842105263,0,0,48,0,1,0.0,182,0.5999999999999979
CUST-1414,2022-08-30,2024-12-24,South West,Public Sector,Premium,Annual,Self-serve,188.57,28,96.8,10,3,1,7.5,11,Customer happy with product but needs integration advice.,support,2025-02-05,none,1,8,3,7,established,9.68,1.9480371900826445,0.10714285714285714,1,0,57,0,0,0.03571428571428571,305,7.5
CUST-1415,2023-02-24,2024-12-30,London,Technology,Premium,Annual,Self-serve,173.44,22,,8,4,0,6.3,10,Support issue around onboarding and admin setup.,,,,0,2,1,1,established,,,0.18181818181818182,0,0,48,0,1,0.0,274,14.8
CUST-1416,2022-07-08,2024-12-05,South East,Retail,Enterprise,Annual,Renewal upgrade,344.08,29,438.2,18,5,0,9.6,7,Customer happy with product but needs integration advice.,,,,0,7,3,26,established,24.344444444444445,0.7852122318575993,0.1724137931034483,0,0,57,0,0,0.0,182,2.0000000000000018
CUST-1417,2022-06-19,2024-12-26,London,Healthcare,Basic,Annual,Partner,69.31,30,124.1,10,0,1,8.3,7,Healthy adoption in team; users asked for reporting improvements.,,,,0,6,2,5,established,12.41,0.5585012087026592,0.0,0,0,65,0,0,0.03333333333333333,182,0.0
CUST-1418,2023-09-28,2024-12-25,Midlands,Healthcare,Standard,Annual,Self-serve,90.43,15,419.8,16,1,0,10.0,1,Support issue around onboarding and admin setup.,,,,0,9,3,6,growing,26.2375,0.21541210100047642,0.06666666666666667,0,0,48,0,1,0.0,1,0.0
CUST-1419,2021-01-08,2024-12-09,London,Professional Services,Basic,Monthly,Self-serve,40.84,47,,8,1,2,,2,Customer mentioned price sensitivity and asked about lower plan options.,competitor,2025-03-07,discount,1,1,1,22,long_term,,,0.02127659574468085,0,0,72,1,0,0.0425531914893617,32,5.0
CUST-1420,2023-03-11,2024-12-15,South West,Manufacturing,Basic,Annual,Sales-led,47.44,21,144.9,13,3,0,8.4,5,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,3,1,16,established,11.146153846153847,0.3273982056590752,0.14285714285714285,0,0,72,1,0,0.0,121,4.799999999999999
CUST-1421,2023-09-29,2024-12-23,Wales,Healthcare,Standard,Monthly,Renewal upgrade,103.97,15,302.3,19,3,0,,9,Support issue around onboarding and admin setup.,business_closed,2025-03-08,success_call,1,9,3,8,growing,15.910526315789474,0.3439298709890837,0.2,0,0,48,0,1,0.0,244,15.0
CUST-1422,2022-04-08,2024-12-23,London,Public Sector,Enterprise,Annual,Sales-led,343.7,32,272.4,11,1,2,7.5,7,Manager requested renewal details and training resources.,,,,0,4,2,8,established,24.763636363636362,1.261747430249633,0.03125,0,0,57,0,0,0.0625,182,2.5
CUST-1423,2023-05-12,2024-12-28,London,Public Sector,Enterprise,Monthly,Sales-led,330.11,19,367.8,13,7,0,6.8,8,Healthy adoption in team; users asked for reporting improvements.,price,2025-01-23,success_call,1,5,2,3,established,28.292307692307695,0.8975258292550299,0.3684210526315789,0,0,65,0,0,0.0,213,22.400000000000002
CUST-1424,2020-07-19,2024-12-27,London,Public Sector,Standard,Monthly,Renewal upgrade,88.61,53,130.9,11,1,0,8.2,8,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,7,3,4,long_term,11.9,0.6769289533995416,0.018867924528301886,0,0,72,1,0,0.0,213,1.8000000000000007
CUST-1425,2023-07-07,2024-12-31,Scotland,Healthcare,Standard,Monthly,Partner,114.38,17,310.9,16,3,1,8.4,7,Multiple support contacts; wants faster response time.,,,,0,7,3,0,growing,19.43125,0.36789964618848503,0.17647058823529413,0,0,54,0,1,0.058823529411764705,182,4.799999999999999
CUST-1426,2022-04-03,2024-12-28,Midlands,Retail,Premium,Monthly,Sales-led,179.9,32,88.4,5,3,1,8.5,10,Low usage noted in recent month; customer did not attend webinar.,,,,0,4,2,3,established,17.68,2.0350678733031673,0.09375,1,0,65,0,0,0.03125,274,4.5
CUST-1427,2020-11-19,2024-12-30,South East,Public Sector,Enterprise,Monthly,Sales-led,354.41,49,137.9,4,4,0,7.5,9,Customer happy with product but needs integration advice.,,,,0,11,4,1,long_term,34.475,2.57005076142132,0.08163265306122448,0,0,57,0,0,0.0,244,10.0
CUST-1428,2020-03-30,2024-12-24,Northern Ireland,Public Sector,Basic,Monthly,Sales-led,45.86,57,84.1,5,0,0,7.1,7,Customer happy with product but needs integration advice.,,,,0,3,1,7,long_term,16.82,0.5453032104637336,0.0,0,0,57,0,0,0.0,182,0.0
CUST-1429,2022-11-17,2024-12-31,London,Education,Standard,Monthly,Self-serve,91.09,25,138.5,5,3,0,6.8,7,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,11,4,0,established,27.7,0.6576895306859206,0.12,0,0,72,1,0,0.0,182,9.600000000000001
CUST-1430,2021-09-21,2024-12-22,Midlands,Technology,Premium,Monthly,Sales-led,199.13,39,259.6,8,3,0,5.8,8,Low usage noted in recent month; customer did not attend webinar.,,,,0,9,3,9,long_term,32.45,0.7670647149460708,0.07692307692307693,0,1,65,0,0,0.0,213,12.600000000000001
CUST-1431,2021-03-28,2024-12-23,South West,Professional Services,Standard,Annual,Renewal upgrade,96.74,45,221.2,9,3,0,10.0,12,Invoice query raised; finance contact requested clarification.,,,,0,3,1,8,long_term,24.577777777777776,0.43734177215189873,0.06666666666666667,0,0,62,1,0,0.0,335,0.0
CUST-1432,2021-07-23,2024-12-16,Midlands,Technology,Standard,Annual,Renewal upgrade,93.68,41,317.3,14,0,0,8.0,2,Manager requested renewal details and training resources.,,,,0,7,3,15,long_term,22.664285714285715,0.29524109675386073,0.0,0,0,57,0,0,0.0,32,0.0
CUST-1433,2023-12-17,2024-12-25,Wales,Professional Services,Enterprise,Annual,Self-serve,362.15,12,520.4,19,3,0,10.0,3,Invoice query raised; finance contact requested clarification.,,,,0,12,4,6,growing,27.389473684210525,0.6959069946195234,0.25,0,0,62,1,0,0.0,60,0.0
CUST-1434,2021-09-16,2024-12-18,Northern Ireland,Professional Services,Enterprise,Monthly,Self-serve,340.33,39,97.0,7,3,0,,12,Multiple support contacts; wants faster response time.,,,,0,9,3,13,long_term,13.857142857142858,3.5085567010309275,0.07692307692307693,1,0,54,0,1,0.0,335,15.0
CUST-1435,2020-04-25,2024-12-20,London,Education,Enterprise,Monthly,Sales-led,341.86,56,476.1,24,5,0,8.6,12,Low usage noted in recent month; customer did not attend webinar.,,,,0,4,2,11,long_term,19.837500000000002,0.7180424280613317,0.08928571428571429,0,0,65,0,0,0.0,335,7.000000000000002
CUST-1436,2021-02-12,2024-12-29,London,Professional Services,Premium,Annual,Sales-led,179.12,46,229.4,13,1,0,8.0,8,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,2,1,2,long_term,17.646153846153847,0.780819529206626,0.021739130434782608,0,0,72,1,0,0.0,213,2.0
CUST-1437,2020-07-31,2024-12-24,London,Professional Services,Basic,Monthly,Partner,49.0,53,320.1,12,3,1,6.5,8,Low usage noted in recent month; customer did not attend webinar.,price,2025-02-16,discount,1,7,3,7,long_term,26.675,0.15307716338644173,0.05660377358490566,0,0,65,0,0,0.018867924528301886,213,10.5
CUST-1438,2022-09-28,2024-12-13,North West,Professional Services,Standard,Monthly,Sales-led,102.12,27,127.8,8,1,1,6.0,12,Multiple support contacts; wants faster response time.,low_usage,2025-01-01,none,1,9,3,18,established,15.975,0.7990610328638498,0.037037037037037035,0,0,54,0,1,0.037037037037037035,335,4.0
CUST-1439,2023-03-14,2024-12-25,Midlands,Healthcare,Standard,Annual,Sales-led,124.1,21,68.8,3,1,0,10.0,9,Low usage noted in recent month; customer did not attend webinar.,,,,0,3,1,6,established,22.933333333333334,1.8037790697674418,0.047619047619047616,0,0,65,0,0,0.0,244,0.0
CUST-1440,2023-05-12,2024-12-27,Wales,Public Sector,Standard,Annual,Sales-led,103.03,19,302.3,7,4,0,7.9,8,Invoice query raised; finance contact requested clarification.,low_usage,2025-03-16,success_call,1,5,2,4,established,43.18571428571429,0.3408203771088323,0.21052631578947367,0,0,62,1,0,0.0,213,8.399999999999999
CUST-1441,2022-07-13,2024-12-16,Northern Ireland,Professional Services,Standard,Monthly,Sales-led,70.46,29,253.0,13,2,1,9.3,2,Low usage noted in recent month; customer did not attend webinar.,,,,0,7,3,15,established,19.46153846153846,0.278498023715415,0.06896551724137931,0,0,65,0,0,0.034482758620689655,32,1.3999999999999986
CUST-1442,2023-01-27,2024-12-30,London,Manufacturing,Standard,Annual,Self-serve,102.92,23,120.1,5,1,0,9.8,5,Manager requested renewal details and training resources.,,,,0,1,1,1,established,24.02,0.8569525395503748,0.043478260869565216,0,0,57,0,0,0.0,121,0.1999999999999993
CUST-1443,2021-09-01,2024-12-29,Midlands,Public Sector,Standard,Monthly,Partner,99.45,39,109.6,15,2,0,6.8,1,Multiple support contacts; wants faster response time.,,,,0,9,3,2,long_term,7.306666666666667,0.9073905109489052,0.05128205128205128,0,0,54,0,1,0.0,1,6.4
CUST-1444,2022-07-05,2024-12-31,London,Professional Services,Premium,Annual,Partner,179.52,29,378.4,21,1,1,9.0,9,Healthy adoption in team; users asked for reporting improvements.,,,,0,7,3,0,established,18.01904761904762,0.47441860465116287,0.034482758620689655,0,0,65,0,0,0.034482758620689655,244,1.0
CUST-1445,2020-06-05,2024-12-31,South East,Professional Services,Standard,Monthly,Self-serve,101.95,54,231.2,12,2,1,7.6,1,Manager requested renewal details and training resources.,,,,0,6,2,0,long_term,19.266666666666666,0.4409602076124568,0.037037037037037035,0,0,57,0,0,0.018518518518518517,1,4.800000000000001
CUST-1446,2022-02-24,2024-12-29,Midlands,Technology,Standard,Monthly,Partner,98.66,34,163.4,8,4,2,4.7,5,Healthy adoption in team; users asked for reporting improvements.,low_usage,2025-01-22,none,1,2,1,2,established,20.425,0.6037943696450428,0.11764705882352941,0,1,65,0,0,0.058823529411764705,121,21.2
CUST-1447,2022-03-24,2024-12-27,South West,Public Sector,Basic,Annual,Self-serve,48.37,33,211.0,9,1,0,7.8,11,Customer happy with product but needs integration advice.,,,,0,3,1,4,established,23.444444444444443,0.22924170616113743,0.030303030303030304,0,0,57,0,0,0.0,305,2.2
CUST-1448,2020-02-15,2024-12-16,Scotland,Education,Basic,Monthly,Partner,56.36,58,164.8,3,0,0,9.0,2,Multiple support contacts; wants faster response time.,,,,0,2,1,15,long_term,54.93333333333334,0.34199029126213587,0.0,0,0,54,0,1,0.0,32,0.0
CUST-1449,2022-03-11,2024-11-30,London,Public Sector,Premium,Annual,Self-serve,172.5,33,154.8,0,0,1,7.0,2,Multiple support contacts; wants faster response time.,,,,0,3,1,31,established,,1.1143410852713178,0.0,0,0,54,0,1,0.030303030303030304,32,0.0
CUST-1450,2022-11-21,2024-12-18,Scotland,Professional Services,Standard,Monthly,Sales-led,87.63,25,294.7,8,4,0,7.2,8,Healthy adoption in team; users asked for reporting improvements.,business_closed,2025-02-25,none,1,11,4,13,established,36.8375,0.2973532405836444,0.16,0,0,65,0,0,0.0,213,11.2
CUST-1451,2021-06-20,2024-12-29,London,Healthcare,Basic,Annual,Renewal upgrade,85.29,42,231.7,9,2,0,7.7,4,Customer happy with product but needs integration advice.,,,,0,6,2,2,long_term,25.744444444444444,0.36810530858869234,0.047619047619047616,0,0,57,0,0,0.0,91,4.6
CUST-1452,2022-03-06,2024-12-31,Northern Ireland,Public Sector,Premium,Annual,Sales-led,170.41,33,257.3,2,2,0,10.0,3,Invoice query raised; finance contact requested clarification.,,,,0,3,1,0,established,128.65,0.6623008161678974,0.06060606060606061,0,0,62,1,0,0.0,60,0.0
CUST-1453,2021-02-21,2024-12-03,Midlands,Retail,Standard,Monthly,Sales-led,100.2,46,284.3,9,3,0,5.1,11,Invoice query raised; finance contact requested clarification.,,,,0,2,1,28,long_term,31.58888888888889,0.35244460077383044,0.06521739130434782,0,1,62,1,0,0.0,305,14.700000000000001
CUST-1454,2021-01-30,2024-12-25,London,Public Sector,Basic,Annual,Sales-led,31.05,47,393.4,15,1,0,9.6,5,Low usage noted in recent month; customer did not attend webinar.,,,,0,1,1,6,long_term,26.226666666666667,0.07892730045754957,0.02127659574468085,0,0,65,0,0,0.0,121,0.40000000000000036
