request_id,service_area,channel,customer_tier,initial_priority,request_age_hours,updates_count,past_breaches_90d,team_capacity_pct,sentiment_score,complexity_score,assigned_team_size,weekday,sla_breach,final_resolution_hours_POST_OUTCOME_EXCLUDE,actual_breach_reason_POST_OUTCOME_EXCLUDE,escalation_after_outcome_EXCLUDE
REQ-100469,Finance Ops,Email,Strategic,Low,24.8,6,1,60.4,-0.54,2,14,Wed,0,30.9,none,no
REQ-100470,Finance Ops,Portal,Standard,Low,10.1,5,0,80.9,-0.01,3,13,Tue,0,11.7,none,no
REQ-100471,Finance Ops,Portal,Standard,Standard,13.4,5,1,80.0,,5,15,Tue,0,37.0,none,no
REQ-100472,IT Support,Chat,Strategic,Urgent,19.7,2,1,87.0,0.66,3,7,Fri,0,30.6,none,no
REQ-100473,IT Support,Chat,Standard,Standard,10.6,4,5,96.2,-0.4,1,8,Mon,0,16.3,none,no
REQ-100474,HR Services,Chat,Standard,Standard,18.5,5,0,77.7,0.49,1,16,Fri,0,60.6,none,no
REQ-100475,HR Services,Portal,Standard,Standard,14.2,2,4,100.0,-1.0,3,4,Tue,0,68.5,none,no
REQ-100476,Finance Ops,Portal,Priority,Standard,27.5,2,4,81.0,,4,10,Fri,1,46.5,capacity,yes
REQ-100477,Facilities,Email,Priority,Low,27.5,5,1,61.0,-0.17,5,10,Tue,0,37.3,none,no
REQ-100478,Facilities,Portal,Standard,Standard,10.6,2,1,70.7,-1.18,1,9,Mon,0,19.9,none,no
REQ-100479,Finance Ops,Phone,Strategic,Low,20.0,1,0,73.2,1.14,3,9,Wed,0,25.3,none,no
REQ-100480,Finance Ops,Email,Standard,Standard,30.3,1,0,85.7,-1.15,2,14,Tue,0,53.5,none,no
REQ-100481,IT Support,Email,Standard,Standard,7.1,3,0,65.7,-0.78,3,5,Thu,0,8.7,none,no
REQ-100482,Facilities,Phone,Standard,,14.2,3,0,74.1,0.31,3,16,Thu,0,49.3,none,no
REQ-100483,HR Services,Phone,Standard,Urgent,19.4,2,2,75.9,-0.44,2,16,Thu,0,31.7,none,no
REQ-100484,IT Support,Portal,Standard,Low,6.8,2,0,72.2,-1.14,1,5,Mon,0,46.6,none,no
REQ-100485,Finance Ops,Portal,Standard,,11.6,2,0,88.5,1.53,1,17,Thu,0,23.1,none,no
REQ-100486,Finance Ops,Email,Standard,Standard,44.1,5,2,86.3,-0.75,3,6,Tue,0,53.4,none,no
REQ-100487,IT Support,Email,Priority,Standard,10.3,1,2,93.2,-0.15,2,3,Fri,0,34.8,none,no
REQ-100488,Finance Ops,Portal,Standard,Standard,11.2,5,2,73.7,-0.16,2,8,Thu,0,50.8,none,no
REQ-100489,Finance Ops,Portal,Standard,Urgent,22.8,0,0,93.6,0.53,1,14,Wed,0,58.3,none,no
REQ-100490,Facilities,Phone,Priority,Urgent,6.1,2,0,60.3,0.35,1,15,Fri,0,8.6,none,no
REQ-100491,Facilities,Phone,Standard,Standard,14.4,5,0,60.0,-0.62,1,12,Wed,0,43.9,none,no
REQ-100492,Facilities,Email,Priority,Standard,8.2,5,2,62.2,-0.24,2,15,Wed,1,26.7,complexity,no
REQ-100493,HR Services,Portal,Priority,Standard,18.5,3,1,,,1,6,Tue,0,29.1,none,no
REQ-100494,Customer Care,Portal,Priority,Standard,0.7,1,0,93.6,0.56,2,16,Thu,0,9.5,none,no
REQ-100495,Finance Ops,Email,Standard,Urgent,16.7,2,1,70.2,-0.88,2,12,Tue,1,33.3,late_response,yes
REQ-100496,Finance Ops,Portal,Standard,Standard,19.8,1,0,71.8,1.51,2,5,Mon,0,29.7,none,no
REQ-100497,Facilities,Email,Standard,Standard,11.8,0,0,75.2,-0.57,1,4,Fri,0,17.0,none,no
REQ-100498,HR Services,Email,Standard,Low,12.4,3,0,85.4,-0.01,1,7,Mon,0,42.0,none,no
REQ-100499,Finance Ops,Portal,Standard,Low,10.8,0,2,71.8,-0.87,5,4,Thu,0,30.2,none,no
REQ-100500,Customer Care,Portal,Standard,Urgent,14.3,4,1,71.1,-0.97,4,7,Mon,0,28.3,none,no
REQ-100501,Customer Care,Portal,,Standard,39.3,3,1,60.5,-0.66,1,17,Wed,0,48.1,none,no
REQ-100502,Compliance,Chat,Standard,Standard,28.1,6,0,70.6,-0.73,2,6,Fri,0,35.6,none,no
REQ-100503,Finance Ops,Email,Standard,Low,14.2,6,1,93.3,-0.31,2,12,Mon,0,30.6,none,no
REQ-100504,Finance Ops,Portal,Priority,Standard,11.6,3,0,79.2,-0.73,5,17,Thu,0,26.0,none,no
REQ-100505,Customer Care,Chat,Strategic,,26.4,3,0,68.4,0.52,5,6,Wed,0,52.0,none,no
REQ-100506,HR Services,Email,Standard,Urgent,17.7,4,1,,-0.59,4,13,Fri,0,25.3,none,no
REQ-100507,Customer Care,Email,Strategic,Low,6.7,4,0,70.4,-0.67,1,9,Mon,0,13.7,none,no
REQ-100508,Finance Ops,Chat,Standard,Standard,13.1,4,1,96.5,-0.29,3,7,Thu,0,32.0,none,no
REQ-100509,IT Support,Portal,Strategic,Standard,36.7,2,1,96.2,0.74,3,17,Wed,0,58.4,none,no
REQ-100510,IT Support,Portal,,Standard,22.2,4,2,78.7,0.16,4,12,Wed,0,73.8,none,no
REQ-100511,Customer Care,Email,Standard,Standard,11.7,4,1,58.5,-0.07,5,9,Tue,0,14.0,none,no
REQ-100512,IT Support,Portal,Priority,Standard,4.3,3,2,100.0,-1.07,2,15,Tue,0,35.0,none,no
REQ-100513,HR Services,Email,Strategic,Standard,18.4,5,2,83.0,-0.86,3,16,Wed,0,31.6,none,no
REQ-100514,HR Services,Portal,Strategic,Standard,15.9,5,0,73.8,-0.96,2,14,Mon,0,23.9,none,no
REQ-100515,IT Support,Portal,Strategic,,13.9,5,2,90.4,0.98,2,16,Wed,0,30.4,none,no
REQ-100516,HR Services,Portal,Standard,Standard,26.5,4,0,87.1,,2,7,Thu,0,42.6,none,no
REQ-100517,Customer Care,Portal,Standard,Standard,22.4,2,1,95.0,-0.65,4,8,Wed,0,30.6,none,no
REQ-100518,IT Support,Portal,Priority,Standard,4.5,3,1,69.4,-0.42,3,6,Mon,0,7.0,none,no
REQ-100519,Customer Care,Portal,Standard,Standard,16.0,3,0,82.1,-0.62,4,13,Tue,0,46.7,none,no
REQ-100520,Customer Care,Chat,Standard,Standard,5.6,3,0,62.6,-0.66,4,15,Wed,0,12.1,none,no
REQ-100521,HR Services,Portal,Standard,Urgent,10.9,3,0,86.7,0.35,2,12,Thu,0,16.6,none,no
REQ-100522,IT Support,Portal,Standard,Low,5.2,5,1,77.7,-0.22,5,11,Fri,0,12.3,none,no
REQ-100523,Facilities,Portal,Standard,Standard,5.4,1,1,,1.56,1,14,Wed,0,26.4,none,no
REQ-100524,IT Support,Portal,Priority,Low,20.0,2,0,76.1,0.94,5,5,Thu,0,29.0,none,no
REQ-100525,HR Services,Portal,Standard,Standard,18.6,2,1,74.7,0.98,1,8,Mon,0,25.9,none,no
REQ-100526,Compliance,Email,Priority,Low,15.1,4,0,66.7,0.5,2,13,Fri,0,30.8,none,no
REQ-100527,Compliance,Portal,Priority,Standard,10.2,2,0,88.3,-0.32,5,3,Tue,0,24.3,none,no
REQ-100528,Customer Care,Chat,Standard,Low,4.9,0,2,97.4,0.45,4,16,Tue,0,12.2,none,no
REQ-100529,HR Services,Chat,Standard,Standard,10.9,4,1,70.8,-0.26,2,5,Tue,0,13.4,none,no
REQ-100530,Facilities,Portal,Standard,Urgent,18.7,2,1,85.2,1.22,5,14,Mon,0,39.4,none,no
REQ-100531,Facilities,Portal,Strategic,Standard,18.4,4,2,83.6,0.3,1,12,Thu,0,32.7,none,no
REQ-100532,HR Services,Portal,Priority,Urgent,36.2,4,0,78.1,0.2,4,15,Tue,0,37.9,none,no
REQ-100533,Facilities,Email,Standard,Urgent,32.9,3,0,58.2,0.1,3,14,Tue,0,66.7,none,no
REQ-100534,IT Support,Portal,Standard,Urgent,15.6,0,0,61.1,1.31,2,10,Mon,0,17.2,none,no
REQ-100535,IT Support,Chat,Standard,Low,10.9,1,0,67.8,-1.08,5,14,Fri,0,17.0,none,no
REQ-100536,Finance Ops,Phone,Standard,Standard,8.3,2,0,50.2,1.38,4,8,Thu,0,14.8,none,no
REQ-100537,IT Support,Phone,Strategic,Low,4.2,1,1,96.3,-0.14,1,11,Fri,0,11.7,none,no
REQ-100538,IT Support,Email,Priority,,6.1,4,1,82.8,-1.05,1,16,Fri,0,13.4,none,no
REQ-100539,Customer Care,Chat,Standard,Urgent,18.7,6,1,77.6,-0.56,1,4,Fri,0,22.7,none,no
REQ-100540,Compliance,Portal,Priority,Standard,23.4,2,1,49.5,-1.24,3,8,Wed,0,36.7,none,no
REQ-100541,Finance Ops,Portal,Standard,Standard,12.5,3,0,54.3,0.49,3,3,Mon,0,35.7,none,no
REQ-100542,Customer Care,Portal,Priority,Standard,60.8,4,2,78.0,-0.78,4,11,Tue,0,74.0,none,no
REQ-100543,Compliance,Chat,Standard,Standard,6.2,4,0,100.0,0.13,4,14,Tue,1,38.4,handoff,yes
REQ-100544,IT Support,Email,Standard,Standard,3.8,4,0,68.9,0.85,1,3,Thu,0,13.0,none,no
REQ-100545,Finance Ops,Phone,Strategic,Standard,60.1,7,2,89.2,-0.5,3,11,Mon,1,88.7,complexity,yes
REQ-100546,HR Services,Portal,Standard,Urgent,4.7,0,0,71.8,-0.2,4,9,Mon,0,20.4,none,no
REQ-100547,IT Support,Chat,Priority,Low,12.4,3,0,78.7,-0.98,5,14,Thu,0,31.9,none,no
REQ-100548,Customer Care,Email,Strategic,Low,8.9,6,2,93.8,-0.29,2,6,Mon,0,15.7,none,no
REQ-100549,Finance Ops,Email,Standard,Standard,19.7,1,2,73.5,1.93,1,5,Mon,0,25.7,none,no
REQ-100550,Finance Ops,Chat,Standard,Urgent,11.7,4,0,69.0,0.58,1,4,Mon,0,12.8,none,no
REQ-100551,IT Support,Portal,,Low,23.5,1,1,96.4,-0.2,2,9,Thu,0,63.8,none,no
REQ-100552,IT Support,Portal,Standard,Low,26.9,3,1,78.6,-0.46,3,10,Mon,0,65.6,none,no
REQ-100553,Compliance,Email,Standard,Low,4.2,5,0,92.2,-0.03,2,16,Mon,0,15.4,none,no
REQ-100554,IT Support,Portal,,Urgent,8.1,1,1,69.1,0.1,1,9,Tue,0,19.8,none,no
REQ-100555,IT Support,Portal,Priority,Low,24.8,3,0,96.3,-0.31,2,5,Thu,0,57.0,none,no
REQ-100556,HR Services,Portal,Standard,Standard,30.5,2,1,81.6,0.4,2,13,Mon,0,34.5,none,no
REQ-100557,Finance Ops,Portal,Standard,Urgent,17.3,3,0,83.7,-0.72,3,3,Mon,0,22.9,none,no
REQ-100558,Facilities,Chat,Priority,Low,20.7,3,2,79.7,-0.72,1,8,Fri,0,54.2,none,no
REQ-100559,Finance Ops,Email,Standard,Standard,37.7,3,1,71.4,0.28,4,12,Fri,0,46.8,none,no
REQ-100560,IT Support,Portal,Priority,Standard,11.8,0,0,78.0,-0.88,3,6,Mon,0,16.7,none,no
REQ-100561,HR Services,Portal,Standard,Standard,17.2,1,1,72.2,0.55,2,11,Tue,0,33.6,none,no
REQ-100562,Customer Care,Portal,Strategic,Standard,32.9,3,1,90.5,-0.01,5,9,Mon,0,39.8,none,no
REQ-100563,Facilities,Email,Priority,Standard,34.3,2,0,75.4,-1.37,4,17,Thu,1,89.5,handoff,yes
REQ-100564,Facilities,Chat,Standard,Low,14.3,4,0,58.5,0.08,1,7,Tue,0,27.1,none,no
REQ-100565,Facilities,Chat,Strategic,Standard,8.3,4,0,56.2,-1.26,1,16,Fri,1,36.1,handoff,no
REQ-100566,Customer Care,Portal,Standard,Standard,14.2,4,0,55.6,0.52,1,12,Fri,0,21.6,none,no
REQ-100567,IT Support,Portal,,Low,15.2,2,1,,-0.19,3,14,Wed,0,31.0,none,no
REQ-100568,HR Services,Email,Standard,Standard,8.1,2,0,63.0,1.39,2,5,Mon,1,41.2,complexity,no
REQ-100569,Finance Ops,Email,Priority,Urgent,9.1,3,0,81.9,0.8,2,3,Fri,0,18.1,none,no
REQ-100570,HR Services,Email,Standard,Low,34.3,2,1,79.8,-0.8,3,13,Thu,0,54.3,none,no
REQ-100571,Customer Care,Email,Standard,Low,21.3,6,1,77.2,-1.52,3,10,Thu,0,53.8,none,no
REQ-100572,Finance Ops,Email,Standard,Standard,12.5,4,2,83.7,,1,7,Mon,0,30.6,none,no
REQ-100573,Customer Care,Portal,Standard,,6.5,6,2,80.1,-0.92,1,16,Thu,0,12.9,none,no
REQ-100574,Customer Care,Portal,Standard,Low,9.1,2,0,42.8,1.37,4,7,Thu,0,13.7,none,no
REQ-100575,Finance Ops,Portal,Standard,Standard,3.5,5,0,73.8,-0.01,5,9,Fri,0,22.7,none,no
REQ-100576,Compliance,Portal,Standard,Low,17.6,4,0,83.5,0.7,5,13,Wed,0,35.7,none,no
REQ-100577,Facilities,Portal,Standard,Standard,8.8,1,1,99.3,-0.21,5,17,Wed,0,17.3,none,no
REQ-100578,Customer Care,Phone,Standard,Standard,18.6,0,0,99.9,-0.13,3,16,Wed,0,28.8,none,no
REQ-100579,HR Services,Portal,Standard,Standard,24.6,1,0,60.3,-0.02,5,12,Thu,0,31.3,none,no
REQ-100580,Finance Ops,Portal,Priority,Low,18.8,2,1,73.5,0.83,5,4,Fri,0,23.5,none,no
REQ-100581,Finance Ops,Email,Standard,Urgent,11.4,2,1,57.6,0.23,5,4,Wed,1,32.5,handoff,yes
REQ-100582,IT Support,Phone,Standard,Low,7.7,0,0,97.8,-0.79,1,13,Tue,0,8.5,none,no
REQ-100583,HR Services,Portal,Standard,Standard,5.7,3,2,91.2,1.22,1,10,Mon,0,31.8,none,no
REQ-100584,Compliance,Phone,Standard,Standard,32.2,3,1,82.6,-0.22,3,4,Wed,0,35.6,none,no
REQ-100585,Facilities,Chat,Standard,Standard,18.3,3,2,80.2,-0.34,3,13,Fri,0,29.7,none,no
REQ-100586,IT Support,Email,Priority,Low,11.8,0,1,95.9,-2.12,5,17,Mon,0,13.2,none,no
REQ-100587,HR Services,Email,Standard,Low,22.5,1,0,93.7,0.48,2,3,Tue,0,40.2,none,no
REQ-100588,IT Support,Portal,Standard,Standard,28.9,4,1,93.1,0.08,5,15,Fri,0,50.4,none,no
REQ-100589,IT Support,Chat,Standard,Low,8.9,1,0,83.9,0.07,5,8,Wed,0,21.1,none,no
REQ-100590,Compliance,Portal,Standard,Low,17.9,4,0,73.5,-0.3,5,8,Tue,0,28.8,none,no
REQ-100591,Finance Ops,Chat,Standard,Standard,18.1,3,1,88.0,-0.43,1,13,Tue,0,24.8,none,no
REQ-100592,HR Services,Email,Standard,Urgent,36.6,3,0,88.6,-0.28,2,6,Tue,1,82.9,handoff,yes
REQ-100593,Facilities,Portal,Standard,Low,11.7,1,2,75.5,0.35,2,5,Mon,0,14.5,none,no
REQ-100594,IT Support,Portal,Standard,Urgent,7.5,0,1,73.4,0.48,4,17,Thu,1,36.3,handoff,no
REQ-100595,HR Services,Email,Priority,Standard,19.2,6,2,92.7,,4,8,Wed,0,25.3,none,no
REQ-100596,Facilities,Email,Strategic,Urgent,23.8,5,1,99.6,0.71,3,5,Thu,1,52.6,handoff,no
REQ-100597,Facilities,Portal,Standard,Standard,16.9,3,0,68.3,-0.06,1,13,Wed,0,42.1,none,no
REQ-100598,Compliance,Phone,Standard,Standard,38.2,4,0,74.6,-0.38,3,6,Mon,0,48.6,none,no
REQ-100599,Facilities,Chat,Priority,Standard,11.7,3,0,82.6,,4,14,Mon,0,18.3,none,no
REQ-100600,Finance Ops,Email,Standard,Standard,17.2,2,1,84.3,-1.02,3,4,Mon,1,38.8,complexity,yes
REQ-100601,Customer Care,Email,Priority,Urgent,4.5,1,1,71.2,0.17,2,10,Mon,0,18.3,none,no
REQ-100602,Compliance,Portal,Priority,Low,7.2,5,0,100.0,,3,9,Thu,0,28.4,none,no
REQ-100603,Customer Care,Phone,Strategic,Low,8.9,5,0,83.5,-0.77,4,17,Mon,0,24.8,none,no
REQ-100604,Compliance,Portal,Strategic,Low,13.2,2,0,84.9,-1.51,3,10,Thu,0,23.9,none,no
REQ-100605,Customer Care,Chat,Standard,Urgent,5.2,2,2,100.0,-0.13,5,16,Mon,0,16.5,none,no
REQ-100606,Customer Care,Portal,Standard,Standard,22.3,2,2,72.2,1.21,2,6,Mon,0,37.6,none,no
REQ-100607,IT Support,Email,Standard,Standard,8.3,3,0,76.9,-0.09,4,10,Mon,0,13.6,none,no
REQ-100608,Customer Care,Portal,Standard,Urgent,54.2,2,0,61.7,0.48,5,15,Wed,1,84.7,capacity,no
REQ-100609,Finance Ops,Portal,Standard,Urgent,8.6,3,1,75.8,1.76,2,5,Thu,0,40.5,none,no
REQ-100610,Finance Ops,Phone,,Low,16.0,7,0,58.6,0.3,2,16,Fri,0,28.2,none,no
REQ-100611,Facilities,Email,Standard,Standard,14.6,3,1,87.7,-0.57,1,14,Mon,0,23.3,none,no
REQ-100612,Compliance,Email,,Urgent,6.7,2,1,83.5,-0.47,2,13,Wed,0,15.3,none,no
REQ-100613,Compliance,Chat,Priority,Low,13.2,0,1,74.4,0.0,1,6,Thu,0,28.1,none,no
REQ-100614,HR Services,Chat,Standard,Standard,13.1,5,0,76.7,-0.47,4,15,Tue,0,26.1,none,no
REQ-100615,Customer Care,Chat,Standard,Standard,26.9,3,1,87.9,,1,15,Mon,0,45.2,none,no
REQ-100616,Customer Care,Portal,Strategic,Standard,19.7,4,2,63.2,0.74,4,7,Mon,1,39.0,late_response,yes
REQ-100617,HR Services,Email,Standard,Standard,22.1,1,0,80.7,0.77,3,11,Mon,0,32.0,none,no
REQ-100618,IT Support,Chat,Standard,Low,26.5,1,3,87.1,-1.24,5,3,Fri,1,67.0,capacity,no
REQ-100619,IT Support,Portal,Standard,Low,22.3,4,1,54.8,-0.61,2,8,Tue,1,57.5,capacity,yes
REQ-100620,Customer Care,Portal,Strategic,Low,17.8,4,1,86.9,-0.35,2,5,Wed,0,39.4,none,no
REQ-100621,Finance Ops,Phone,Standard,Low,8.9,4,0,56.2,0.45,2,11,Thu,0,27.8,none,no
REQ-100622,Compliance,Email,Standard,Standard,17.0,6,2,76.5,0.86,3,11,Tue,0,36.4,none,no
REQ-100623,Finance Ops,Email,Standard,Standard,7.6,4,1,62.9,2.0,2,10,Thu,0,21.2,none,no
REQ-100624,Compliance,Chat,Standard,Low,13.9,4,0,96.6,-0.35,1,13,Mon,0,17.2,none,no
REQ-100625,Finance Ops,Email,Strategic,Standard,12.7,3,0,63.0,-0.31,5,16,Wed,0,16.3,none,no
REQ-100626,Customer Care,Portal,Standard,Standard,13.2,1,0,56.5,0.44,4,5,Mon,0,25.3,none,no
REQ-100627,IT Support,Portal,Strategic,Standard,5.2,6,0,79.7,-0.51,1,6,Tue,0,17.6,none,no
REQ-100628,Finance Ops,Portal,Standard,Urgent,0.7,4,0,72.6,-0.11,4,6,Tue,0,6.4,none,no
REQ-100629,Customer Care,Portal,Standard,Standard,11.0,3,0,58.4,-0.31,2,16,Thu,0,17.0,none,no
REQ-100630,Compliance,Phone,Priority,Urgent,30.6,4,2,84.8,-1.97,1,4,Thu,0,41.3,none,no
REQ-100631,Customer Care,Phone,Standard,,15.8,5,0,52.1,0.09,3,3,Thu,0,60.1,none,no
REQ-100632,IT Support,Portal,Standard,Standard,29.2,2,1,64.5,-0.14,4,5,Mon,1,61.2,late_response,yes
REQ-100633,HR Services,Portal,Priority,Urgent,7.7,3,1,70.5,0.95,1,14,Fri,0,16.0,none,no
REQ-100634,IT Support,Chat,Standard,Urgent,10.6,4,0,,0.0,2,11,Mon,0,31.8,none,no
REQ-100635,IT Support,Portal,Standard,Standard,56.2,0,0,94.8,-0.94,5,16,Fri,1,90.9,complexity,no
REQ-100636,Facilities,Email,Strategic,Standard,8.0,2,4,92.3,-0.19,2,6,Thu,0,22.4,none,no
REQ-100637,Facilities,Email,Standard,Standard,21.8,5,0,76.0,-1.57,1,8,Wed,0,23.8,none,no
REQ-100638,Customer Care,Email,Standard,Standard,21.8,3,1,46.4,-0.91,3,11,Wed,0,31.3,none,no
REQ-100639,Customer Care,Portal,Standard,Standard,20.2,8,0,83.1,0.48,4,4,Thu,0,56.9,none,no
REQ-100640,Customer Care,Email,Standard,Urgent,22.0,2,0,97.1,-0.19,5,16,Thu,0,27.9,none,no
REQ-100641,Customer Care,Portal,Standard,Standard,7.9,5,2,94.0,0.69,4,15,Mon,0,13.6,none,no
REQ-100642,IT Support,Email,Priority,Low,11.4,2,0,84.0,,1,5,Thu,0,42.4,none,no
REQ-100643,IT Support,Portal,Standard,Standard,1.0,1,0,62.5,-0.18,5,15,Mon,0,11.7,none,no
REQ-100644,Facilities,Email,Priority,Low,37.4,2,2,71.2,-0.36,4,9,Wed,0,39.6,none,no
REQ-100645,Customer Care,Email,Standard,Low,21.9,3,0,100.0,0.72,4,8,Thu,0,26.2,none,no
REQ-100646,IT Support,Portal,Standard,Low,9.0,0,1,59.6,0.5,5,17,Fri,0,16.1,none,no
REQ-100647,Finance Ops,Portal,Standard,Standard,7.7,5,1,63.1,0.48,4,10,Wed,0,21.6,none,no
REQ-100648,Facilities,Portal,Priority,Low,30.9,2,0,90.3,1.16,2,6,Tue,0,40.7,none,no
REQ-100649,IT Support,Portal,Standard,Low,8.5,2,0,72.4,-0.28,3,15,Wed,0,13.9,none,no
REQ-100650,Finance Ops,Portal,Standard,Low,8.9,1,1,62.6,1.0,3,13,Tue,0,18.8,none,no
REQ-100651,Customer Care,Chat,Priority,Urgent,6.5,5,0,97.9,-0.78,3,5,Wed,0,12.3,none,no
REQ-100652,Facilities,Portal,Standard,Standard,24.7,4,2,84.0,-0.81,4,13,Wed,0,62.7,none,no
REQ-100653,IT Support,Phone,Standard,Low,28.9,1,0,73.0,0.56,4,12,Thu,0,33.0,none,no
REQ-100654,Customer Care,Chat,Strategic,Low,12.7,2,1,63.1,,1,7,Tue,0,20.6,none,no
REQ-100655,HR Services,Portal,,Standard,29.0,5,1,100.0,0.43,3,9,Mon,0,36.0,none,no
REQ-100656,Customer Care,Email,Standard,Low,19.1,7,0,77.7,0.08,1,15,Wed,0,26.2,none,no
REQ-100657,HR Services,Chat,Standard,Standard,6.1,6,0,96.2,0.8,3,5,Mon,0,10.7,none,no
REQ-100658,Facilities,Email,Standard,Standard,35.7,5,1,89.6,-0.04,3,13,Tue,0,65.2,none,no
REQ-100659,HR Services,Portal,Standard,Urgent,6.4,1,0,71.2,0.04,2,15,Tue,0,53.0,none,no
REQ-100660,HR Services,Portal,Priority,Low,13.4,4,0,71.3,0.38,5,17,Wed,0,28.5,none,no
REQ-100661,Customer Care,Portal,Standard,Standard,12.7,6,1,96.8,-0.5,2,7,Tue,0,26.9,none,no
REQ-100662,IT Support,Email,Priority,Low,11.1,4,1,97.0,-0.53,1,6,Wed,0,13.8,none,no
REQ-100663,IT Support,Chat,,Urgent,2.5,8,0,53.6,0.36,2,17,Fri,0,31.5,none,no
REQ-100664,HR Services,Chat,Standard,Urgent,49.1,4,2,85.1,-0.02,4,9,Wed,0,54.9,none,no
REQ-100665,Facilities,Portal,Priority,Standard,2.9,3,0,76.4,-0.31,1,11,Tue,0,5.2,none,no
REQ-100666,Customer Care,Phone,Priority,Standard,37.1,2,0,64.6,-0.06,3,10,Mon,0,54.2,none,no
REQ-100667,Compliance,Portal,Strategic,Low,7.5,3,0,,1.2,3,10,Mon,0,31.4,none,no
REQ-100668,HR Services,Chat,Standard,Standard,9.6,3,2,60.5,-0.33,5,12,Wed,0,38.4,none,no
REQ-100669,Finance Ops,Portal,Standard,Standard,34.9,2,0,71.9,-0.35,1,9,Thu,0,42.8,none,no
REQ-100670,IT Support,Chat,Standard,Low,20.5,6,0,67.6,,1,8,Mon,0,27.7,none,no
REQ-100671,Finance Ops,Phone,Standard,Standard,4.6,4,0,71.5,-0.03,3,9,Mon,0,17.9,none,no
REQ-100672,Compliance,Portal,Standard,Standard,4.5,0,1,77.1,0.49,1,12,Tue,0,14.3,none,no
REQ-100673,Facilities,Portal,Standard,Standard,18.5,1,2,64.8,0.63,4,15,Tue,0,35.9,none,no
REQ-100674,Facilities,Phone,Standard,Standard,6.3,6,1,98.5,0.08,2,11,Fri,0,19.7,none,no
REQ-100675,HR Services,Portal,Strategic,Standard,21.1,8,1,84.4,0.72,3,13,Mon,0,26.6,none,no
REQ-100676,Compliance,Email,Standard,Standard,22.6,1,0,100.0,0.55,1,9,Mon,0,52.0,none,no
REQ-100677,Finance Ops,Chat,Standard,,8.2,1,1,75.9,0.83,4,14,Tue,0,25.6,none,no
REQ-100678,IT Support,Email,Standard,Standard,10.0,1,1,70.9,0.74,3,8,Mon,0,33.5,none,no
REQ-100679,HR Services,Portal,Standard,Low,18.9,4,2,100.0,1.18,1,9,Mon,0,24.5,none,no
REQ-100680,IT Support,Portal,Standard,Standard,7.9,0,0,70.5,-0.13,2,3,Tue,0,25.0,none,no
REQ-100681,IT Support,Portal,Standard,Standard,15.8,5,1,75.7,-1.0,1,6,Tue,0,36.3,none,no
REQ-100682,IT Support,Chat,Standard,Standard,58.3,3,1,87.4,0.5,1,14,Mon,0,71.4,none,no
REQ-100683,Finance Ops,Portal,,Low,19.5,1,0,61.9,0.59,4,4,Wed,0,24.0,none,no
REQ-100684,Facilities,Portal,Standard,Low,11.3,1,1,,1.18,3,6,Wed,0,23.4,none,no
REQ-100685,HR Services,Portal,,Standard,52.2,1,1,85.6,0.96,5,14,Mon,1,94.8,capacity,no
REQ-100686,Finance Ops,Chat,Standard,Low,25.8,2,0,94.5,1.46,2,16,Fri,0,50.5,none,no
REQ-100687,Compliance,Portal,Standard,,6.4,4,0,89.6,0.46,4,9,Tue,0,9.3,none,no
REQ-100688,Customer Care,Chat,Standard,Standard,7.5,4,3,94.9,0.17,4,9,Fri,0,20.3,none,no
REQ-100689,Finance Ops,Phone,Standard,Standard,3.2,3,1,76.6,-1.04,4,10,Fri,1,29.4,handoff,yes
REQ-100690,HR Services,Phone,Standard,Standard,18.7,2,1,66.8,0.23,5,14,Wed,0,38.0,none,no
REQ-100691,Customer Care,Chat,Priority,Standard,2.0,2,1,100.0,-0.41,4,10,Tue,0,25.0,none,no
REQ-100692,IT Support,Phone,Strategic,Standard,52.2,2,0,58.2,0.16,4,5,Fri,1,78.4,late_response,yes
REQ-100693,HR Services,Chat,,Low,12.3,0,1,,,4,9,Tue,0,16.6,none,no
REQ-100694,Compliance,Portal,Standard,Standard,26.9,1,0,85.3,0.35,3,6,Mon,0,33.8,none,no
REQ-100695,Finance Ops,Phone,Standard,Urgent,11.5,6,2,99.1,-0.07,4,13,Wed,0,21.6,none,no
REQ-100696,Customer Care,Email,Standard,Standard,18.5,2,1,80.5,0.7,5,5,Wed,0,24.7,none,no
REQ-100697,Facilities,Email,Priority,Standard,13.5,4,0,91.0,-2.04,4,12,Fri,0,34.1,none,no
REQ-100698,Facilities,Chat,Priority,Standard,15.5,7,0,52.1,0.14,4,4,Thu,1,54.1,late_response,no
REQ-100699,HR Services,Chat,Priority,Standard,32.4,1,1,71.5,0.9,1,17,Fri,0,44.9,none,no
REQ-100700,HR Services,Phone,Strategic,Standard,42.7,5,0,53.6,1.4,3,12,Thu,0,49.1,none,no
REQ-100701,HR Services,Email,Standard,Standard,40.6,2,1,88.1,0.55,1,5,Thu,0,50.4,none,no
REQ-100702,IT Support,Email,Priority,Low,86.8,1,2,57.9,1.26,1,17,Wed,0,99.3,none,no
REQ-100703,Customer Care,Portal,Priority,Low,8.6,2,0,61.4,0.13,2,11,Fri,0,18.1,none,no
REQ-100704,HR Services,Portal,Standard,Standard,19.7,1,1,84.7,0.0,3,12,Fri,0,30.5,none,no
